1038,2008-04-08 13:43:50.970,2008-04-08 13:54:45.000,00:10:54.030000
1157,2008-04-08 08:41:00.990,2008-04-08 08:45:46.950,00:04:45.960000
1095,2008-04-08 09:12:39.990,2008-04-08 09:25:02.970,00:12:22.980000
1220,2008-04-08 09:38:26.970,2008-04-08 09:40:57.990,00:02:31.020000
1124,2008-04-08 10:45:49.980,2008-04-08 10:54:34.980,00:08:45
1052,2008-04-08 11:11:05.010,2008-04-08 11:18:44.970,00:07:39.960000
1058,2008-04-08 11:29:26.970,2008-04-08 11:37:22.980,00:07:56.010000
1057,2008-04-08 11:38:29.970,2008-04-08 11:44:17.970,00:05:48
1067,2008-04-08 11:44:52.980,2008-04-08 11:50:24.990,00:05:32.010000
1033,2008-04-08 12:57:31.980,2008-04-08 13:02:30.000,00:04:58.020000
1158,2008-04-08 13:25:02.010,2008-04-08 13:35:17.970,00:10:15.960000
1039,2008-04-08 14:13:16.980,2008-04-08 14:17:52.980,00:04:36
1036,2008-04-08 15:01:03.990,2008-04-08 15:05:48.000,00:04:44.010000
1076,2008-04-08 08:23:36.990,2008-04-08 08:32:31.500,00:08:54.510000
1136,2008-04-08 08:37:32.010,2008-04-08 08:43:39.390,00:06:07.380000
1050,2008-04-08 08:53:36.990,2008-04-08 09:02:37.980,00:09:00.990000
1217,2008-04-08 09:42:45.000,2008-04-08 09:48:57.990,00:06:12.990000
1048,2008-04-08 10:59:50.970,2008-04-08 11:03:33.330,00:03:42.360000
1055,2008-04-08 11:16:48.000,2008-04-08 13:23:54.930,02:07:06.930000
1014,2008-04-08 14:20:31.980,2008-04-08 14:27:42.990,00:07:11.010000
1031,2008-04-08 14:28:45.000,2008-04-08 14:34:34.020,00:05:49.020000
1077,2008-04-08 08:22:09.990,2008-04-08 09:49:33.210,01:27:23.220000
1072,2008-04-08 10:21:35.010,2008-04-08 12:02:12.990,01:40:37.980000
1114,2008-04-08 12:20:16.980,2008-04-08 14:12:37.230,01:52:20.250000
1044,2008-04-08 14:38:36.990,2008-04-08 15:49:47.910,01:11:10.920000
1078,2008-04-08 08:22:12.990,2008-04-08 09:17:25.860,00:55:12.870000
1196,2008-04-08 10:12:12.960,2008-04-08 11:53:49.410,01:41:36.450000
1063,2008-04-08 11:54:26.010,2008-04-08 13:36:22.200,01:41:56.190000
1080,2008-04-08 08:23:43.980,2008-04-08 09:46:37.980,01:22:54
1028,2008-04-08 10:23:35.010,2008-04-08 12:30:17.970,02:06:42.960000
1137,2008-04-08 12:35:47.970,2008-04-08 14:08:56.940,01:33:08.970000
1047,2008-04-08 14:45:54.990,2008-04-08 14:49:54.840,00:03:59.850000
1045,2008-04-08 14:51:54.990,2008-04-08 14:58:50.010,00:06:55.020000
1115,2008-04-08 15:06:55.980,2008-04-08 15:13:15.360,00:06:19.380000
1081,2008-04-08 08:23:23.970,2008-04-08 09:44:33.840,01:21:09.870000
1233,2008-04-08 10:01:37.950,2008-04-08 11:30:16.170,01:28:38.220000
1065,2008-04-08 11:31:06.000,2008-04-08 11:42:39.990,00:11:33.990000
1068,2008-04-08 11:44:28.980,2008-04-08 14:13:31.980,02:29:03
