brind,startT,endT,commTime,commStart,commEnd
1210,,,,2008-04-15 13:32:59,2008-04-15 13:33:55
1210,,,2008-04-15 14:06:27,,
1210,,,2008-04-15 14:07:57,,
1012,2008-04-15 14:08:08,2008-04-15 15:30:38,,,
1012,,,2008-04-15 14:08:08,,
1012,,,2008-04-15 14:44:48,,
1012,,,,2008-04-15 14:45:00,2008-04-15 14:45:40
1012,,,,2008-04-15 15:26:58,2008-04-15 15:30:38
1041,2008-04-14 10:22:54,2008-04-14 10:30:36,,,
1041,,,2008-04-14 10:22:54,,
1041,,,2008-04-14 10:30:36,,
1155,2008-04-14 10:31:31,2008-04-14 11:50:15,,,
1155,,,2008-04-14 10:31:31,,
1155,,,,2008-04-14 10:50:17,2008-04-14 10:50:20
1155,,,2008-04-14 11:34:16,,
1155,,,2008-04-14 11:37:28,,
1155,,,2008-04-14 11:50:15,,
1011,2008-04-15 08:29:50,2008-04-15 08:33:27,,,
1011,,,2008-04-15 08:29:50,,
1011,,,2008-04-15 08:33:27,,
1180,2008-04-15 08:54:06,2008-04-15 09:01:58,,,
1180,,,2008-04-15 08:54:06,,
1180,,,2008-04-15 09:01:58,,
1223,2008-04-15 09:45:07,2008-04-15 09:56:11,,,
1223,,,2008-04-15 09:45:07,,
1223,,,2008-04-15 09:56:11,,
1072,2008-04-15 09:59:23,2008-04-15 11:24:59,,,
1072,,,2008-04-15 09:59:23,,
1072,,,,2008-04-15 10:47:51,2008-04-15 10:48:29
1072,,,2008-04-15 11:06:01,,
1072,,,,2008-04-15 11:24:37,2008-04-15 11:24:59
1224,2008-04-15 13:35:14,2008-04-15 13:41:50,,,
1224,,,2008-04-15 13:35:14,,
1224,,,2008-04-15 13:41:50,,
1039,2008-04-15 13:49:28,2008-04-15 13:53:09,,,
1039,,,2008-04-15 13:49:28,,
1039,,,2008-04-15 13:53:09,,
1234,2008-04-15 14:00:52,2008-04-15 15:14:06,,,
1234,,,2008-04-15 14:00:52,,
1234,,,,2008-04-15 14:34:37,2008-04-15 14:35:38
1234,,,,2008-04-15 15:13:29,2008-04-15 15:14:06
1229,2008-04-15 15:17:19,2008-04-15 16:09:47,,,
1229,,,2008-04-15 15:17:19,,
1229,,,2008-04-15 15:54:01,,
1229,,,2008-04-15 16:04:01,,
1229,,,,2008-04-15 16:09:42,2008-04-15 16:09:47
1111,2008-04-15 08:19:58,2008-04-15 11:38:28,,,
1111,,,2008-04-15 08:19:58,,
1111,,,2008-04-15 08:49:41,,
1111,,,,2008-04-15 09:07:32,2008-04-15 09:08:27
1111,,,2008-04-15 11:03:34,,
1111,,,,2008-04-15 11:36:47,2008-04-15 11:38:28
1114,2008-04-15 12:18:10,2008-04-15 13:32:17,,,
1114,,,2008-04-15 12:18:10,,
1114,,,,2008-04-15 12:38:06,2008-04-15 12:39:59
1114,,,,2008-04-15 13:32:12,2008-04-15 13:32:17
1216,2008-04-14 10:39:33,2008-04-14 10:49:49,,,
1216,,,2008-04-14 10:39:33,,
1216,,,,2008-04-14 10:48:56,2008-04-14 10:49:49
1112,2008-04-15 08:20:06,2008-04-15 09:34:35,,,
1112,,,2008-04-15 08:20:06,,
1112,,,2008-04-15 08:50:57,,
1112,,,2008-04-15 08:53:42,,
1112,,,,2008-04-15 09:32:53,2008-04-15 09:34:35
1220,2008-04-15 10:09:16,2008-04-15 10:13:07,,,
1220,,,2008-04-15 10:09:16,,
1220,,,2008-04-15 10:13:07,,
1120,2008-04-15 10:14:14,2008-04-15 10:17:46,,,
1120,,,2008-04-15 10:14:14,,
1120,,,2008-04-15 10:17:46,,
1132,2008-04-15 10:18:23,2008-04-15 10:24:05,,,
1132,,,2008-04-15 10:18:23,,
1132,,,2008-04-15 10:24:05,,
1028,2008-04-15 10:24:58,2008-04-15 10:32:33,,,
1028,,,2008-04-15 10:24:58,,
1028,,,2008-04-15 10:32:33,,
1062,2008-04-15 10:41:02,2008-04-15 11:32:13,,,
1062,,,2008-04-15 10:41:02,,
1062,,,,2008-04-15 11:18:43,2008-04-15 11:19:57
1062,,,2008-04-15 11:21:15,,
1062,,,,2008-04-15 11:29:39,2008-04-15 11:32:13
1071,2008-04-15 11:38:55,2008-04-15 12:56:25,,,
1071,,,2008-04-15 11:38:55,,
1071,,,,2008-04-15 12:04:35,2008-04-15 12:04:55
1071,,,,2008-04-15 12:05:42,2008-04-15 12:07:05
1071,,,,2008-04-15 12:48:57,2008-04-15 12:51:00
1071,,,2008-04-15 12:56:25,,
1026,2008-04-15 13:17:02,2008-04-15 14:09:37,,,
1026,,,2008-04-15 13:17:02,,
1026,,,,2008-04-15 13:35:28,2008-04-15 13:35:39
1026,,,,2008-04-15 13:41:02,2008-04-15 13:41:35
1026,,,,2008-04-15 14:09:13,2008-04-15 14:09:37
1019,2008-04-15 14:16:38,2008-04-15 15:46:38,,,
1019,,,2008-04-15 14:16:38,,
1019,,,,2008-04-15 14:55:37,2008-04-15 14:55:47
1019,,,,2008-04-15 15:46:35,2008-04-15 15:46:38
1204,2008-04-14 09:47:44,2008-04-14 09:56:46,,,
1204,,,2008-04-14 09:47:44,,
1204,,,2008-04-14 09:56:46,,
1017,2008-04-14 11:09:53,2008-04-14 12:03:03,,,
1017,,,2008-04-14 11:09:53,,
1017,,,,2008-04-14 11:30:49,2008-04-14 11:30:52
1017,,,,2008-04-14 12:02:36,2008-04-14 12:03:03
1113,2008-04-15 08:20:17,2008-04-15 08:27:54,,,
1113,,,2008-04-15 08:20:17,,
1113,,,2008-04-15 08:27:54,,
1136,2008-04-15 08:30:13,2008-04-15 10:20:39,,,
1136,,,2008-04-15 08:30:13,,
1136,,,,2008-04-15 08:54:37,2008-04-15 08:55:40
1136,,,2008-04-15 09:49:08,,
1136,,,2008-04-15 10:20:39,,
1061,2008-04-15 10:40:55,2008-04-15 11:44:08,,,
1061,,,2008-04-15 10:40:55,,
1061,,,,2008-04-15 11:14:18,2008-04-15 11:14:22
1061,,,2008-04-15 11:39:07,,
1061,,,2008-04-15 11:44:08,,
1065,2008-04-15 11:55:59,2008-04-15 12:05:39,,,
1065,,,2008-04-15 11:55:59,,
1065,,,2008-04-15 12:05:39,,
1119,2008-04-15 12:22:01,2008-04-15 12:29:21,,,
1119,,,2008-04-15 12:22:01,,
1119,,,2008-04-15 12:29:21,,
1121,2008-04-15 12:33:15,2008-04-15 14:08:36,,,
1121,,,2008-04-15 12:33:15,,
1121,,,,2008-04-15 13:22:07,2008-04-15 13:22:09
1121,,,2008-04-15 14:05:09,,
1121,,,2008-04-15 14:08:36,,
1018,2008-04-15 14:16:27,2008-04-15 15:47:51,,,
1018,,,2008-04-15 14:16:27,,
1018,,,,2008-04-15 14:43:00,2008-04-15 14:43:19
1018,,,2008-04-15 15:40:04,,
1018,,,2008-04-15 15:47:51,,
1203,2008-04-14 09:44:58,2008-04-14 11:12:52,,,
1203,,,2008-04-14 09:44:58,,
1203,,,,2008-04-14 10:37:09,2008-04-14 10:39:17
1203,,,,2008-04-14 11:12:49,2008-04-14 11:12:52
1118,2008-04-15 08:20:24,2008-04-15 08:56:57,,,
1118,,,2008-04-15 08:20:24,,
1118,,,,2008-04-15 08:56:46,2008-04-15 08:56:57
1110,2008-04-15 12:17:51,2008-04-15 13:44:53,,,
1110,,,2008-04-15 12:17:51,,
1110,,,,2008-04-15 12:42:49,2008-04-15 12:44:01
1110,,,,2008-04-15 13:36:43,2008-04-15 13:38:58
1110,,,,2008-04-15 13:39:56,2008-04-15 13:44:53
1035,2008-04-14 10:56:48,2008-04-14 11:07:58,,,
1035,,,2008-04-14 10:56:48,,
1035,,,2008-04-14 11:07:58,,
1122,2008-04-15 08:20:32,2008-04-15 11:27:48,,,
1122,,,2008-04-15 08:20:32,,
1122,,,2008-04-15 08:57:49,,
1122,,,,2008-04-15 09:29:09,2008-04-15 09:30:47
1122,,,2008-04-15 09:32:24,,
1122,,,2008-04-15 09:48:28,,
1122,,,2008-04-15 11:05:03,,
1122,,,2008-04-15 11:27:48,,
1068,2008-04-15 11:31:40,2008-04-15 14:51:21,,,
1068,,,2008-04-15 11:31:40,,
1068,,,2008-04-15 12:19:25,,
1068,,,,2008-04-15 12:20:57,2008-04-15 12:26:31
1068,,,,2008-04-15 13:20:21,2008-04-15 13:21:06
1068,,,2008-04-15 14:13:32,,
1068,,,,2008-04-15 14:50:40,2008-04-15 14:51:21
1032,2008-04-15 14:56:07,2008-04-15 16:22:29,,,
1032,,,2008-04-15 14:56:07,,
1032,,,,2008-04-15 15:39:11,2008-04-15 15:39:13
1032,,,2008-04-15 16:12:29,,
1032,,,,2008-04-15 16:21:11,2008-04-15 16:22:29
1125,2008-04-15 08:20:38,2008-04-15 08:31:25,,,
1125,,,2008-04-15 08:20:38,,
1125,,,2008-04-15 08:31:25,,
1128,2008-04-15 12:33:53,2008-04-15 14:54:54,,,
1128,,,2008-04-15 12:33:53,,
1128,,,,2008-04-15 13:15:25,2008-04-15 13:15:28
1128,,,2008-04-15 13:36:54,,
1128,,,2008-04-15 14:10:48,,
1128,,,2008-04-15 14:30:50,,
1128,,,2008-04-15 14:39:51,,
1128,,,2008-04-15 14:46:23,,
1128,,,2008-04-15 14:48:09,,
1128,,,,2008-04-15 14:52:30,2008-04-15 14:54:54
1115,2008-04-15 15:09:37,2008-04-15 16:15:05,,,
1115,,,2008-04-15 15:09:37,,
1115,,,,2008-04-15 15:48:53,2008-04-15 15:53:20
1115,,,,2008-04-15 16:12:06,2008-04-15 16:12:20
1115,,,,2008-04-15 16:15:01,2008-04-15 16:15:05
1152,2008-04-14 11:08:32,2008-04-14 11:19:55,,,
1152,,,2008-04-14 11:08:32,,
1152,,,2008-04-14 11:19:55,,
1127,2008-04-15 08:20:45,2008-04-15 10:40:24,,,
1127,,,2008-04-15 08:20:45,,
1127,,,2008-04-15 08:58:43,,
1127,,,,2008-04-15 09:22:01,2008-04-15 09:27:33
1127,,,2008-04-15 09:42:36,,
1127,,,2008-04-15 09:45:39,,
1127,,,,2008-04-15 10:38:54,2008-04-15 10:40:24
1051,2008-04-15 11:03:18,2008-04-15 12:36:46,,,
1051,,,2008-04-15 11:03:18,,
1051,,,,2008-04-15 11:45:00,2008-04-15 11:45:03
1051,,,,2008-04-15 12:36:41,2008-04-15 12:36:46
1139,2008-04-15 12:55:32,2008-04-15 14:28:05,,,
1139,,,2008-04-15 12:55:32,,
1139,,,2008-04-15 13:37:55,,
1139,,,,2008-04-15 14:27:08,2008-04-15 14:28:05
1003,2008-04-15 14:30:08,2008-04-15 14:35:55,,,
1003,,,2008-04-15 14:30:08,,
1003,,,2008-04-15 14:35:55,,
1134,2008-04-15 08:20:53,2008-04-15 09:42:20,,,
1134,,,2008-04-15 08:20:53,,
1134,,,,2008-04-15 08:43:50,2008-04-15 08:43:55
1134,,,2008-04-15 09:27:45,,
1134,,,2008-04-15 09:42:20,,
1196,2008-04-15 10:09:35,2008-04-15 12:27:12,,,
1196,,,2008-04-15 10:09:35,,
1196,,,,2008-04-15 11:06:18,2008-04-15 11:07:32
1196,,,2008-04-15 12:11:27,,
1196,,,,2008-04-15 12:25:39,2008-04-15 12:27:12
1129,2008-04-15 12:34:27,2008-04-15 16:25:56,,,
1129,,,2008-04-15 12:34:27,,
1129,,,,2008-04-15 13:17:32,2008-04-15 13:20:53
1129,,,,2008-04-15 14:10:35,2008-04-15 14:12:32
1129,,,,2008-04-15 14:56:18,2008-04-15 14:57:11
1129,,,2008-04-15 15:29:01,,
1129,,,2008-04-15 16:11:11,,
1129,,,,2008-04-15 16:21:43,2008-04-15 16:25:56
1135,2008-04-15 08:21:00,2008-04-15 10:43:25,,,
1135,,,2008-04-15 08:21:00,,
1135,,,2008-04-15 08:58:57,,
1135,,,,2008-04-15 09:30:59,2008-04-15 09:31:01
1135,,,2008-04-15 10:42:54,,
1135,,,2008-04-15 10:43:25,,
1123,2008-04-15 12:22:33,2008-04-15 14:41:38,,,
1123,,,2008-04-15 12:22:33,,
1123,,,,2008-04-15 12:58:00,2008-04-15 12:58:07
1123,,,,2008-04-15 13:03:27,2008-04-15 13:06:46
1123,,,2008-04-15 14:10:08,,
1123,,,,2008-04-15 14:39:54,2008-04-15 14:41:38
1182,2008-04-14 09:16:55,2008-04-14 10:56:22,,,
1182,,,,2008-04-14 09:16:55,2008-04-14 09:17:20
1182,,,,2008-04-14 09:18:45,2008-04-14 09:18:46
1182,,,2008-04-14 10:22:22,,
1182,,,,2008-04-14 10:52:27,2008-04-14 10:56:22
1165,2008-04-14 09:17:04,2008-04-14 09:29:08,,,
1165,,,,2008-04-14 09:17:04,2008-04-14 09:17:06
1165,,,2008-04-14 09:23:32,,
1165,,,2008-04-14 09:29:08,,
1167,2008-04-14 09:17:13,2008-04-14 11:43:37,,,
1167,,,,2008-04-14 09:17:13,2008-04-14 09:17:18
1167,,,2008-04-14 10:06:05,,
1167,,,2008-04-14 10:30:21,,
1167,,,2008-04-14 11:21:54,,
1167,,,2008-04-14 11:43:37,,
1101,2008-04-14 09:17:44,2008-04-14 09:41:53,,,
1101,,,,2008-04-14 09:17:44,2008-04-14 09:17:45
1101,,,2008-04-14 09:29:51,,
1101,,,,2008-04-14 09:39:57,2008-04-14 09:41:53
1169,2008-04-14 09:18:15,2008-04-14 10:40:52,,,
1169,,,,2008-04-14 09:18:15,2008-04-14 09:18:17
1169,,,2008-04-14 10:22:35,,
1169,,,2008-04-14 10:23:55,,
1169,,,2008-04-14 10:40:52,,
1175,2008-04-14 09:18:36,2008-04-14 09:43:51,,,
1175,,,,2008-04-14 09:18:36,2008-04-14 09:18:37
1175,,,,2008-04-14 09:43:43,2008-04-14 09:43:51
1178,2008-04-14 09:18:40,2008-04-14 09:22:37,,,
1178,,,,2008-04-14 09:18:40,2008-04-14 09:18:41
1178,,,,2008-04-14 09:22:23,2008-04-14 09:22:37
1179,2008-04-14 09:18:43,2008-04-14 10:04:27,,,
1179,,,,2008-04-14 09:18:43,2008-04-14 09:18:44
1179,,,,2008-04-14 10:03:19,2008-04-14 10:04:27
1185,2008-04-14 09:18:54,2008-04-14 10:17:50,,,
1185,,,,2008-04-14 09:18:54,2008-04-14 09:18:55
1185,,,,2008-04-14 10:16:26,2008-04-14 10:17:50
1193,2008-04-14 09:20:16,2008-04-14 11:35:53,,,
1193,,,2008-04-14 09:20:16,,
1193,,,,2008-04-14 09:46:53,2008-04-14 09:47:27
1193,,,2008-04-14 09:59:26,,
1193,,,2008-04-14 10:23:04,,
1193,,,,2008-04-14 10:46:54,2008-04-14 10:49:04
1193,,,2008-04-14 10:54:07,,
1193,,,2008-04-14 11:35:53,,
1172,2008-04-14 09:21:11,2008-04-14 09:57:33,,,
1172,,,,2008-04-14 09:21:11,2008-04-14 09:21:29
1172,,,,2008-04-14 09:57:28,2008-04-14 09:57:33
1164,2008-04-14 09:23:46,2008-04-14 11:36:37,,,
1164,,,2008-04-14 09:23:46,,
1164,,,2008-04-14 09:49:56,,
1164,,,2008-04-14 10:20:37,,
1164,,,2008-04-14 11:03:40,,
1164,,,,2008-04-14 11:07:09,2008-04-14 11:10:47
1164,,,,2008-04-14 11:36:30,2008-04-14 11:36:37
1188,2008-04-14 09:24:40,2008-04-14 10:33:28,,,
1188,,,,2008-04-14 09:24:40,2008-04-14 09:24:44
1188,,,2008-04-14 10:30:53,,
1188,,,2008-04-14 10:33:28,,
1100,2008-04-14 09:25:53,2008-04-14 11:02:30,,,
1100,,,,2008-04-14 09:25:53,2008-04-14 09:26:12
1100,,,2008-04-14 09:28:22,,
1100,,,2008-04-14 09:37:05,,
1100,,,,2008-04-14 10:46:14,2008-04-14 10:46:22
1100,,,,2008-04-14 10:59:44,2008-04-14 11:02:30
1189,2008-04-14 09:34:52,2008-04-14 09:35:10,,,
1189,,,,2008-04-14 09:34:52,2008-04-14 09:35:10
1173,2008-04-14 09:36:00,2008-04-14 11:29:37,,,
1173,,,2008-04-14 09:36:00,,
1173,,,,2008-04-14 10:34:54,2008-04-14 10:36:47
1173,,,2008-04-14 10:51:34,,
1173,,,2008-04-14 11:02:20,,
1173,,,2008-04-14 11:19:38,,
1173,,,2008-04-14 11:29:37,,
1190,2008-04-14 09:37:34,2008-04-14 10:53:14,,,
1190,,,,2008-04-14 09:37:34,2008-04-14 09:38:14
1190,,,2008-04-14 10:42:09,,
1190,,,2008-04-14 10:53:14,,
1194,2008-04-14 10:09:11,2008-04-14 11:57:05,,,
1194,,,,2008-04-14 10:09:11,2008-04-14 10:09:13
1194,,,2008-04-14 11:02:57,,
1194,,,,2008-04-14 11:27:01,2008-04-14 11:31:54
1194,,,2008-04-14 11:32:30,,
1194,,,,2008-04-14 11:55:38,2008-04-14 11:57:05
1107,2008-04-15 08:27:49,2008-04-15 08:27:49,,,
1107,,,2008-04-15 08:27:49,,
1206,2008-05-04 10:06:52,2008-05-04 12:05:07,,,
1206,,,2008-05-04 10:06:52,,
1206,,,2008-05-04 10:20:28,,
1206,,,,2008-05-04 12:05:06,2008-05-04 12:09:02
1206,2008-05-04 12:05:07,2008-05-04 12:09:02,,,
1155,2008-05-04 10:20:08,2008-05-04 10:26:54,,,
1155,,,2008-05-04 10:20:08,,
1155,,,2008-05-04 10:26:54,,
1041,2008-05-04 10:25:06,2008-05-04 10:30:42,,,
1041,,,2008-05-04 10:25:06,,
1041,,,2008-05-04 10:30:42,,
1091,2008-05-04 08:30:44,2008-05-04 09:20:32,,,
1091,,,2008-05-04 08:30:44,,
1091,,,2008-05-04 08:48:32,,
1091,,,2008-05-04 08:51:10,,
1091,,,2008-05-04 09:10:45,,
1091,,,,2008-05-04 09:20:30,2008-05-04 09:20:32
1199,2008-05-04 09:22:24,2008-05-04 09:25:40,,,
1199,,,2008-05-04 09:22:24,,
1199,,,2008-05-04 09:25:40,,
1092,2008-05-04 08:30:52,2008-05-04 08:36:27,,,
1092,,,2008-05-04 08:30:52,,
1092,,,2008-05-04 08:36:27,,
1010,2008-05-04 10:47:43,2008-05-04 10:52:42,,,
1010,,,2008-05-04 10:47:43,,
1010,,,2008-05-04 10:52:42,,
1216,2008-05-04 10:52:52,2008-05-04 11:07:49,,,
1216,,,2008-05-04 10:52:52,,
1216,,,2008-05-04 11:07:49,,
1015,2008-05-04 11:07:59,2008-05-04 11:16:47,,,
1015,,,2008-05-04 11:07:59,,
1015,,,2008-05-04 11:16:47,,
1094,2008-05-04 08:31:01,2008-05-04 08:33:19,,,
1094,,,2008-05-04 08:31:01,,
1094,,,2008-05-04 08:33:19,,
1197,2008-05-04 08:35:49,2008-05-04 08:40:34,,,
1197,,,2008-05-04 08:35:49,,
1197,,,2008-05-04 08:40:34,,
1191,2008-05-04 08:42:11,2008-05-04 08:50:43,,,
1191,,,2008-05-04 08:42:11,,
1191,,,2008-05-04 08:50:43,,
1192,2008-05-04 08:57:46,2008-05-04 11:41:35,,,
1192,,,2008-05-04 08:57:46,,
1192,,,2008-05-04 09:47:18,,
1192,,,2008-05-04 10:03:32,,
1192,,,2008-05-04 10:51:11,,
1192,,,2008-05-04 11:16:38,,
1192,,,,2008-05-04 11:39:11,2008-05-04 11:41:35
1100,2008-05-04 08:31:19,2008-05-04 11:16:06,,,
1100,,,2008-05-04 08:31:19,,
1100,,,2008-05-04 09:12:15,,
1100,,,,2008-05-04 09:34:49,2008-05-04 09:35:33
1100,,,2008-05-04 11:13:36,,
1100,,,2008-05-04 11:16:06,,
1101,2008-05-04 08:31:27,2008-05-04 11:42:26,,,
1101,,,2008-05-04 08:31:27,,
1101,,,2008-05-04 09:16:11,,
1101,,,,2008-05-04 09:25:53,2008-05-04 09:29:30
1101,,,2008-05-04 10:23:02,,
1101,,,,2008-05-04 11:41:54,2008-05-04 11:42:26
1105,2008-05-04 08:31:47,2008-05-04 09:55:22,,,
1105,,,2008-05-04 08:31:47,,
1105,,,,2008-05-04 09:51:06,2008-05-04 09:55:22
1104,2008-05-04 08:31:38,2008-05-04 08:41:57,,,
1104,,,2008-05-04 08:31:38,,
1104,,,2008-05-04 08:41:57,,
1194,2008-05-04 08:50:27,2008-05-04 11:20:55,,,
1194,,,2008-05-04 08:50:27,,
1194,,,,2008-05-04 09:55:37,2008-05-04 09:59:31
1194,,,,2008-05-04 11:19:25,2008-05-04 11:20:55
1164,2008-05-04 08:32:03,2008-05-04 11:13:23,,,
1164,,,2008-05-04 08:32:03,,
1164,,,,2008-05-04 09:33:36,2008-05-04 09:34:24
1164,,,,2008-05-04 11:08:36,2008-05-04 11:13:23
1017,2008-05-04 11:15:14,2008-05-04 11:21:19,,,
1017,,,2008-05-04 11:15:14,,
1017,,,2008-05-04 11:21:19,,
1171,2008-05-04 08:32:36,2008-05-04 08:39:51,,,
1171,,,2008-05-04 08:32:36,,
1171,,,2008-05-04 08:39:51,,
1203,2008-05-04 09:49:33,2008-05-04 11:56:52,,,
1203,,,2008-05-04 09:49:33,,
1203,,,,2008-05-04 11:17:32,2008-05-04 11:18:56
1203,,,,2008-05-04 11:54:20,2008-05-04 11:56:52
1165,2008-05-04 08:32:12,2008-05-04 10:01:47,,,
1165,,,2008-05-04 08:32:12,,
1165,,,,2008-05-04 09:22:41,2008-05-04 09:24:16
1165,,,,2008-05-04 10:00:18,2008-05-04 10:01:47
1208,2008-05-04 10:04:00,2008-05-04 12:09:55,,,
1208,,,2008-05-04 10:04:00,,
1208,,,,2008-05-04 11:31:34,2008-05-04 11:32:52
1208,,,,2008-05-04 12:01:27,2008-05-04 12:04:07
1208,,,,2008-05-04 12:09:50,2008-05-04 12:09:55
1172,2008-05-04 08:32:45,2008-05-04 08:38:26,,,
1172,,,2008-05-04 08:32:45,,
1172,,,2008-05-04 08:38:26,,
1187,2008-05-04 08:39:10,2008-05-04 08:48:22,,,
1187,,,2008-05-04 08:39:10,,
1187,,,2008-05-04 08:48:22,,
1200,2008-05-04 09:29:47,2008-05-04 09:35:43,,,
1200,,,2008-05-04 09:29:47,,
1200,,,2008-05-04 09:35:43,,
1202,2008-05-04 09:49:45,2008-05-04 13:09:04,,,
1202,,,2008-05-04 09:49:45,,
1202,,,2008-05-04 11:19:08,,
1202,,,2008-05-04 11:57:04,,
1202,,,2008-05-04 12:27:35,,
1202,,,,2008-05-04 13:07:54,2008-05-04 13:09:04
1209,2008-05-04 09:59:55,2008-05-04 11:57:55,,,
1209,,,2008-05-04 09:59:55,,
1209,,,2008-05-04 11:21:07,,
1209,,,,2008-05-04 11:26:56,2008-05-04 11:26:59
1209,2008-05-04 11:57:55,2008-05-04 12:01:16,,,
1209,,,,2008-05-04 11:57:55,2008-05-04 12:01:16
1193,2008-05-04 08:35:36,2008-05-04 10:42:49,,,
1193,,,2008-05-04 08:35:36,,
1193,,,,2008-05-04 10:20:35,2008-05-04 10:22:22
1193,,,,2008-05-04 10:39:57,2008-05-04 10:42:49
1170,2008-05-04 10:43:12,2008-05-04 10:48:36,,,
1170,,,2008-05-04 10:43:12,,
1170,,,2008-05-04 10:48:36,,
1030,2008-05-04 10:51:23,2008-05-04 12:51:17,,,
1030,,,2008-05-04 10:51:23,,
1030,,,,2008-05-04 11:51:03,2008-05-04 11:53:04
1030,,,,2008-05-04 12:12:04,2008-05-04 12:12:07
1030,,,,2008-05-04 12:49:12,2008-05-04 12:51:17
1162,2008-05-04 08:31:55,2008-05-04 10:56:55,,,
1162,,,2008-05-04 08:31:55,,
1162,,,,2008-05-04 09:41:55,2008-05-04 09:43:18
1162,,,,2008-05-04 10:55:41,2008-05-04 10:56:55
1035,2008-05-04 10:57:13,2008-05-04 13:17:05,,,
1035,,,2008-05-04 10:57:13,,
1035,,,,2008-05-04 11:53:10,2008-05-04 11:54:08
1035,,,,2008-05-04 12:10:57,2008-05-04 12:11:24
1035,,,,2008-05-04 13:00:50,2008-05-04 13:01:03
1035,,,,2008-05-04 13:16:20,2008-05-04 13:17:05
1175,2008-05-04 08:33:12,2008-05-04 10:39:15,,,
1175,,,2008-05-04 08:33:12,,
1175,,,,2008-05-04 09:16:42,2008-05-04 09:17:41
1175,,,,2008-05-04 10:39:08,2008-05-04 10:39:15
1086,2008-05-04 10:39:36,2008-05-04 10:51:36,,,
1086,,,2008-05-04 10:39:36,,
1086,,,2008-05-04 10:51:36,,
1160,2008-05-04 10:51:46,2008-05-04 11:07:33,,,
1160,,,2008-05-04 10:51:46,,
1160,,,2008-05-04 11:07:33,,
1178,2008-05-04 08:33:33,2008-05-04 10:28:44,,,
1178,,,2008-05-04 08:33:33,,
1178,,,,2008-05-04 09:14:22,2008-05-04 09:15:41
1178,,,2008-05-04 09:43:46,,
1178,,,2008-05-04 10:06:03,,
1178,,,,2008-05-04 10:28:41,2008-05-04 10:28:44
1207,2008-05-04 10:29:49,2008-05-04 13:06:50,,,
1207,,,2008-05-04 10:29:49,,
1207,,,2008-05-04 11:48:32,,
1207,,,2008-05-04 12:10:41,,
1207,,,2008-05-04 12:36:50,,
1207,,,2008-05-04 12:45:32,,
1207,,,,2008-05-04 13:05:21,2008-05-04 13:06:50
1184,2008-05-04 08:34:20,2008-05-04 08:37:01,,,
1184,,,2008-05-04 08:34:20,,
1184,2008-05-04 08:37:01,2008-05-04 10:47:28,,,
1184,,,2008-05-04 08:37:01,,
1184,,,,2008-05-04 09:09:24,2008-05-04 09:10:38
1184,,,,2008-05-04 10:43:57,2008-05-04 10:47:28
1183,2008-05-04 08:34:10,2008-05-04 11:36:03,,,
1183,,,2008-05-04 08:34:10,,
1183,,,2008-05-04 09:30:29,,
1183,,,,2008-05-04 10:11:02,2008-05-04 10:13:13
1183,,,,2008-05-04 11:34:30,2008-05-04 11:36:03
1173,2008-05-04 08:32:54,2008-05-04 11:38:18,,,
1173,,,2008-05-04 08:32:54,,
1173,,,,2008-05-04 10:13:23,2008-05-04 10:19:16
1173,,,,2008-05-04 11:36:09,2008-05-04 11:38:18
1185,2008-05-04 08:34:30,2008-05-04 11:30:34,,,
1185,,,2008-05-04 08:34:30,,
1185,,,2008-05-04 09:21:55,,
1185,,,,2008-05-04 09:38:46,2008-05-04 09:41:25
1185,,,2008-05-04 10:19:49,,
1185,,,2008-05-04 10:37:10,,
1185,,,,2008-05-04 11:27:37,2008-05-04 11:30:34
1186,2008-05-04 08:34:40,2008-05-04 08:40:00,,,
1186,,,2008-05-04 08:34:40,,
1186,,,2008-05-04 08:40:00,,
1205,2008-05-04 09:50:05,2008-05-04 11:48:25,,,
1205,,,2008-05-04 09:50:05,,
1205,,,,2008-05-04 10:34:54,2008-05-04 10:36:30
1205,,,,2008-05-04 11:46:41,2008-05-04 11:48:25
1204,2008-05-04 08:36:19,2008-05-04 08:38:04,,,
1204,,,2008-05-04 08:36:19,,
1204,,,2008-05-04 08:38:04,,
1188,2008-05-04 08:39:27,2008-05-04 12:25:11,,,
1188,,,2008-05-04 08:39:27,,
1188,,,,2008-05-04 10:33:30,2008-05-04 10:34:27
1188,,,,2008-05-04 11:49:26,2008-05-04 11:50:48
1188,,,,2008-05-04 12:23:49,2008-05-04 12:25:11
1182,2008-05-04 08:34:00,2008-05-04 11:49:06,,,
1182,,,2008-05-04 08:34:00,,
1182,,,,2008-05-04 10:31:12,2008-05-04 10:33:24
1182,,,,2008-05-04 11:49:04,2008-05-04 11:49:06
1099,2008-05-04 08:31:09,2008-05-04 08:33:45,,,
1099,,,2008-05-04 08:31:09,,
1099,,,2008-05-04 08:33:45,,
1189,2008-05-04 08:35:13,2008-05-04 11:43:29,,,
1189,,,2008-05-04 08:35:13,,
1189,,,,2008-05-04 09:07:26,2008-05-04 09:08:11
1189,,,2008-05-04 10:53:01,,
1189,,,,2008-05-04 11:42:48,2008-05-04 11:43:29
1198,2008-05-04 08:36:04,2008-05-04 10:54:45,,,
1198,,,2008-05-04 08:36:04,,
1198,,,,2008-05-04 09:13:28,2008-05-04 09:13:40
1198,,,2008-05-04 09:38:21,,
