brind,startT,endT,commTime,commStart,commEnd
1224,2008-04-08 13:44:20,2008-04-08 16:02:01,,,
1224,,,2008-04-08 13:44:20,,
1224,,,2008-04-08 14:22:02,,
1224,,,2008-04-08 14:29:28,,
1224,,,,2008-04-08 14:38:41,2008-04-08 14:40:17
1224,,,,2008-04-08 15:00:17,2008-04-08 15:03:06
1224,,,,2008-04-08 15:07:17,2008-04-08 15:07:19
1224,,,2008-04-08 15:28:53,,
1224,,,,2008-04-08 15:45:57,2008-04-08 15:47:37
1224,,,,2008-04-08 15:59:39,2008-04-08 16:02:01
1164,2008-03-31 08:12:33,2008-03-31 10:13:31,,,
1164,,,2008-03-31 08:12:33,,
1164,,,2008-03-31 08:51:24,,
1164,,,2008-03-31 09:22:07,,
1164,,,2008-03-31 10:09:04,,
1164,,,,2008-03-31 10:12:28,2008-03-31 10:13:31
1104,2008-03-31 10:29:45,2008-03-31 10:34:24,,,
1104,,,2008-03-31 10:29:45,,
1104,2008-03-31 10:34:24,2008-03-31 11:13:55,,,
1104,,,2008-03-31 10:34:24,,
1104,,,2008-03-31 11:13:55,,
1035,2008-03-31 10:48:37,2008-03-31 11:10:29,,,
1035,,,2008-03-31 10:48:37,,
1035,,,2008-03-31 11:10:29,,
1017,2008-03-31 11:14:28,2008-03-31 12:37:17,,,
1017,,,2008-03-31 11:14:28,,
1017,,,,2008-03-31 11:57:07,2008-03-31 12:00:43
1017,,,2008-03-31 12:08:18,,
1017,,,,2008-03-31 12:22:33,2008-03-31 12:24:43
1017,,,2008-03-31 12:37:17,,
1087,2008-04-08 08:23:29,2008-04-08 09:46:53,,,
1087,,,2008-04-08 08:23:29,,
1087,,,2008-04-08 08:53:41,,
1087,,,,2008-04-08 08:54:18,2008-04-08 08:54:28
1087,,,2008-04-08 08:55:52,,
1087,,,2008-04-08 09:02:44,,
1087,,,,2008-04-08 09:46:49,2008-04-08 09:46:53
1040,2008-04-08 10:32:06,2008-04-08 11:58:19,,,
1040,,,2008-04-08 10:32:06,,
1040,,,,2008-04-08 11:37:12,2008-04-08 11:38:48
1040,,,,2008-04-08 11:56:24,2008-04-08 11:58:19
1069,2008-04-08 11:58:43,2008-04-08 13:26:23,,,
1069,,,2008-04-08 11:58:43,,
1069,,,,2008-04-08 12:31:39,2008-04-08 12:32:12
1069,,,,2008-04-08 13:26:21,2008-04-08 13:26:23
1218,2008-04-08 13:31:33,2008-04-08 14:15:10,,,
1218,,,2008-04-08 13:31:33,,
1218,,,,2008-04-08 14:13:45,2008-04-08 14:15:10
1042,2008-04-08 15:14:03,2008-04-08 16:11:41,,,
1042,,,2008-04-08 15:14:03,,
1042,,,,2008-04-08 15:43:00,2008-04-08 15:45:37
1042,,,,2008-04-08 16:10:36,2008-04-08 16:11:41
1168,2008-03-31 08:12:52,2008-03-31 11:30:23,,,
1168,,,2008-03-31 08:12:52,,
1168,,,,2008-03-31 08:51:54,2008-03-31 08:53:36
1168,,,,2008-03-31 10:14:09,2008-03-31 10:14:24
1168,,,,2008-03-31 11:21:40,2008-03-31 11:23:25
1168,,,,2008-03-31 11:28:33,2008-03-31 11:30:23
1088,2008-04-08 08:23:37,2008-04-08 09:04:59,,,
1088,,,2008-04-08 08:23:37,,
1088,,,,2008-04-08 08:41:59,2008-04-08 08:43:23
1088,,,2008-04-08 08:49:35,,
1088,,,,2008-04-08 09:04:12,2008-04-08 09:04:59
1223,2008-04-08 09:45:41,2008-04-08 12:01:21,,,
1223,,,2008-04-08 09:45:41,,
1223,,,2008-04-08 10:33:55,,
1223,,,,2008-04-08 11:13:27,2008-04-08 11:14:43
1223,,,,2008-04-08 11:42:22,2008-04-08 11:42:56
1223,,,2008-04-08 11:54:32,,
1223,,,2008-04-08 12:01:21,,
1108,2008-04-08 12:05:30,2008-04-08 13:36:00,,,
1108,,,2008-04-08 12:05:30,,
1108,,,2008-04-08 12:22:27,,
1108,,,,2008-04-08 13:13:36,2008-04-08 13:15:28
1108,,,,2008-04-08 13:33:09,2008-04-08 13:36:00
1019,2008-04-08 14:21:10,2008-04-08 16:07:59,,,
1019,,,2008-04-08 14:21:10,,
1019,,,,2008-04-08 14:51:48,2008-04-08 14:51:53
1019,,,,2008-04-08 16:04:45,2008-04-08 16:07:59
1171,2008-03-31 08:13:03,2008-03-31 09:20:42,,,
1171,,,2008-03-31 08:13:03,,
1171,,,,2008-03-31 08:39:22,2008-03-31 08:39:53
1171,,,,2008-03-31 09:20:39,2008-03-31 09:20:42
1199,2008-03-31 09:25:56,2008-03-31 09:40:12,,,
1199,,,2008-03-31 09:25:56,,
1199,,,2008-03-31 09:40:12,,
1204,2008-03-31 09:50:17,2008-03-31 11:25:36,,,
1204,,,2008-03-31 09:50:17,,
1204,,,,2008-03-31 10:25:27,2008-03-31 10:26:54
1204,,,,2008-03-31 11:23:45,2008-03-31 11:25:36
1089,2008-04-08 08:23:45,2008-04-08 09:21:23,,,
1089,,,2008-04-08 08:23:45,,
1089,,,,2008-04-08 08:47:00,2008-04-08 08:47:21
1089,,,,2008-04-08 09:19:56,2008-04-08 09:21:23
1128,2008-04-08 12:27:41,2008-04-08 13:13:57,,,
1128,,,2008-04-08 12:27:41,,
1128,,,,2008-04-08 12:48:03,2008-04-08 12:48:32
1128,,,,2008-04-08 13:13:49,2008-04-08 13:13:57
1212,2008-04-08 13:16:02,2008-04-08 15:02:28,,,
1212,,,2008-04-08 13:16:02,,
1212,,,,2008-04-08 13:50:40,2008-04-08 13:53:29
1212,,,,2008-04-08 14:16:08,2008-04-08 14:18:34
1212,,,2008-04-08 14:34:34,,
1212,,,2008-04-08 14:48:58,,
1212,,,2008-04-08 15:02:28,,
1169,2008-03-31 08:12:58,2008-03-31 10:08:13,,,
1169,,,2008-03-31 08:12:58,,
1169,,,2008-03-31 09:11:54,,
1169,,,,2008-03-31 09:13:14,2008-03-31 09:17:44
1169,,,,2008-03-31 10:08:05,2008-03-31 10:08:13
1090,2008-04-08 08:23:54,2008-04-08 08:35:57,,,
1090,,,2008-04-08 08:23:54,,
1090,,,,2008-04-08 08:35:53,2008-04-08 08:35:57
1147,2008-04-08 08:37:15,2008-04-08 08:47:57,,,
1147,,,2008-04-08 08:37:15,,
1147,,,2008-04-08 08:47:57,,
1227,2008-04-08 09:47:32,2008-04-08 11:51:07,,,
1227,,,2008-04-08 09:47:32,,
1227,,,,2008-04-08 10:28:38,2008-04-08 10:30:03
1227,,,,2008-04-08 11:48:21,2008-04-08 11:51:07
1071,2008-04-08 11:55:02,2008-04-08 12:01:35,,,
1071,,,2008-04-08 11:55:02,,
1071,,,2008-04-08 12:01:35,,
1116,2008-04-08 12:05:44,2008-04-08 14:05:52,,,
1116,,,2008-04-08 12:05:44,,
1116,,,2008-04-08 12:38:40,,
1116,,,,2008-04-08 12:44:14,2008-04-08 12:45:54
1116,,,,2008-04-08 13:26:46,2008-04-08 13:26:57
1116,,,,2008-04-08 14:02:57,2008-04-08 14:05:52
1175,2008-03-31 08:13:20,2008-03-31 09:14:54,,,
1175,,,2008-03-31 08:13:20,,
1175,,,,2008-03-31 08:47:39,2008-03-31 08:47:48
1175,,,2008-03-31 09:06:10,,
1175,,,2008-03-31 09:14:54,,
1201,2008-03-31 09:26:09,2008-03-31 11:49:50,,,
1201,,,2008-03-31 09:26:09,,
1201,,,2008-03-31 10:08:39,,
1201,,,2008-03-31 10:57:14,,
1201,,,,2008-03-31 10:59:43,2008-03-31 11:03:24
1201,,,2008-03-31 11:04:59,,
1201,,,,2008-03-31 11:44:04,2008-03-31 11:49:50
1106,2008-04-08 08:24:03,2008-04-08 09:54:56,,,
1106,,,2008-04-08 08:24:03,,
1106,,,2008-04-08 08:47:27,,
1106,,,2008-04-08 08:58:25,,
1106,,,2008-04-08 09:00:32,,
1106,,,,2008-04-08 09:19:19,2008-04-08 09:19:22
1106,,,,2008-04-08 09:52:39,2008-04-08 09:54:56
1024,2008-04-08 12:20:41,2008-04-08 14:32:01,,,
1024,,,2008-04-08 12:20:41,,
1024,,,,2008-04-08 13:05:56,2008-04-08 13:06:02
1024,,,2008-04-08 14:02:16,,
1024,,,,2008-04-08 14:13:34,2008-04-08 14:13:46
1024,,,,2008-04-08 14:30:16,2008-04-08 14:32:01
1043,2008-04-08 14:38:17,2008-04-08 16:09:54,,,
1043,,,2008-04-08 14:38:17,,
1043,,,2008-04-08 15:18:57,,
1043,,,,2008-04-08 15:31:51,2008-04-08 15:31:53
1043,,,2008-04-08 15:55:48,,
1043,,,,2008-04-08 16:07:13,2008-04-08 16:09:54
1178,2008-03-31 08:13:26,2008-03-31 09:16:36,,,
1178,,,2008-03-31 08:13:26,,
1178,,,,2008-03-31 08:46:43,2008-03-31 08:46:48
1178,,,,2008-03-31 09:16:31,2008-03-31 09:16:36
1107,2008-04-08 08:24:09,2008-04-08 10:40:45,,,
1107,,,2008-04-08 08:24:09,,
1107,,,2008-04-08 09:01:59,,
1107,,,2008-04-08 09:21:40,,
1107,,,,2008-04-08 09:24:34,2008-04-08 09:24:36
1107,,,2008-04-08 10:07:25,,
1107,,,2008-04-08 10:19:04,,
1107,,,2008-04-08 10:25:09,,
1107,,,2008-04-08 10:40:45,,
1061,2008-04-08 10:41:58,2008-04-08 10:49:44,,,
1061,,,2008-04-08 10:41:58,,
1061,,,2008-04-08 10:49:44,,
1053,2008-04-08 10:52:01,2008-04-08 12:15:20,,,
1053,,,2008-04-08 10:52:01,,
1053,,,2008-04-08 11:06:27,,
1053,,,2008-04-08 11:32:27,,
1053,,,,2008-04-08 11:40:12,2008-04-08 11:40:36
1053,,,2008-04-08 11:56:13,,
1053,,,2008-04-08 12:15:20,,
1120,2008-04-08 11:45:29,2008-04-08 11:45:36,,,
1120,,,,2008-04-08 11:45:29,2008-04-08 11:45:36
1120,2008-04-08 11:45:36,2008-04-08 11:57:53,,,
1120,,,2008-04-08 11:57:53,,
1123,2008-04-08 12:27:19,2008-04-08 13:43:45,,,
1123,,,2008-04-08 12:27:19,,
1123,,,,2008-04-08 12:53:47,2008-04-08 12:53:51
1123,,,,2008-04-08 13:43:43,2008-04-08 13:43:45
1029,2008-04-08 14:47:43,2008-04-08 15:35:34,,,
1029,,,2008-04-08 14:47:43,,
1029,,,,2008-04-08 15:14:45,2008-04-08 15:14:49
1029,,,,2008-04-08 15:34:22,2008-04-08 15:35:34
1174,2008-03-31 08:13:15,2008-03-31 08:20:20,,,
1174,,,2008-03-31 08:13:15,,
1174,,,2008-03-31 08:20:20,,
1190,2008-03-31 08:31:58,2008-03-31 08:35:20,,,
1190,,,2008-03-31 08:31:58,,
1190,,,2008-03-31 08:35:20,,
1191,2008-03-31 08:45:53,2008-03-31 09:48:12,,,
1191,,,2008-03-31 08:45:53,,
1191,,,,2008-03-31 09:44:33,2008-03-31 09:48:12
1208,2008-03-31 09:55:08,2008-03-31 10:05:01,,,
1208,,,2008-03-31 09:55:08,,
1208,,,2008-03-31 10:05:01,,
1207,2008-03-31 10:10:15,2008-03-31 13:01:03,,,
1207,,,2008-03-31 10:10:15,,
1207,,,2008-03-31 11:07:46,,
1207,,,,2008-03-31 11:50:26,2008-03-31 11:52:14
1207,,,,2008-03-31 12:51:03,2008-03-31 13:01:03
1041,2008-03-31 10:18:48,2008-03-31 10:18:59,,,
1041,,,,2008-03-31 10:18:48,2008-03-31 10:18:59
1041,2008-03-31 10:18:59,2008-03-31 10:22:22,,,
1041,2008-03-31 10:22:22,2008-03-31 10:41:23,,,
1041,,,2008-03-31 10:22:22,,
1041,,,2008-03-31 10:41:23,,
1111,2008-04-08 08:24:16,2008-04-08 11:08:56,,,
1111,,,2008-04-08 08:24:16,,
1111,,,,2008-04-08 09:02:29,2008-04-08 09:03:49
1111,,,2008-04-08 10:30:28,,
1111,,,,2008-04-08 11:07:04,2008-04-08 11:08:56
1119,2008-04-08 12:23:54,2008-04-08 13:29:55,,,
1119,,,2008-04-08 12:23:54,,
1119,,,2008-04-08 12:32:36,,
1119,,,,2008-04-08 12:51:09,2008-04-08 12:51:11
1119,,,,2008-04-08 13:26:39,2008-04-08 13:29:55
1215,2008-04-08 13:30:23,2008-04-08 14:16:39,,,
1215,,,2008-04-08 13:30:23,,
1215,,,2008-04-08 13:49:42,,
1215,,,,2008-04-08 13:58:45,2008-04-08 13:59:46
1215,,,,2008-04-08 14:16:35,2008-04-08 14:16:39
1022,2008-04-08 14:21:20,2008-04-08 15:18:26,,,
1022,,,2008-04-08 14:21:20,,
1022,,,2008-04-08 14:44:21,,
1022,,,,2008-04-08 14:46:21,2008-04-08 14:46:25
1022,,,,2008-04-08 15:14:58,2008-04-08 15:18:26
1179,2008-03-31 08:13:31,2008-03-31 09:54:23,,,
1179,,,2008-03-31 08:13:31,,
1179,,,,2008-03-31 09:00:36,2008-03-31 09:01:35
1179,,,,2008-03-31 09:51:53,2008-03-31 09:54:23
1112,2008-04-08 08:24:26,2008-04-08 10:03:51,,,
1112,,,2008-04-08 08:24:26,,
1112,,,2008-04-08 08:50:37,,
1112,,,2008-04-08 09:08:07,,
1112,,,2008-04-08 09:12:10,,
1112,,,,2008-04-08 10:03:38,2008-04-08 10:03:51
1074,2008-04-08 10:46:39,2008-04-08 11:22:38,,,
1074,,,2008-04-08 10:46:39,,
1074,2008-04-08 11:22:38,2008-04-08 12:30:04,,,
1074,,,,2008-04-08 11:22:38,2008-04-08 11:22:46
1074,,,2008-04-08 12:12:07,,
1074,,,2008-04-08 12:30:04,,
1131,2008-04-08 12:46:28,2008-04-08 12:54:14,,,
1131,,,2008-04-08 12:46:28,,
1131,,,,2008-04-08 12:54:11,2008-04-08 12:54:14
1213,2008-04-08 12:54:35,2008-04-08 13:51:54,,,
1213,,,2008-04-08 12:54:35,,
1213,,,,2008-04-08 13:16:45,2008-04-08 13:19:34
1213,,,2008-04-08 13:49:25,,
1213,,,2008-04-08 13:51:54,,
1232,2008-04-08 14:01:03,2008-04-08 15:33:45,,,
1232,,,2008-04-08 14:01:03,,
1232,,,,2008-04-08 14:24:45,2008-04-08 14:28:20
1232,,,,2008-04-08 15:22:33,2008-04-08 15:22:48
1232,,,,2008-04-08 15:32:18,2008-04-08 15:33:45
1173,2008-03-31 08:13:12,2008-03-31 09:49:56,,,
1173,,,2008-03-31 08:13:12,,
1173,,,,2008-03-31 09:18:48,2008-03-31 09:19:30
1173,,,,2008-03-31 09:49:53,2008-03-31 09:49:56
1205,2008-03-31 09:54:41,2008-03-31 10:04:48,,,
1205,,,2008-03-31 09:54:41,,
1205,,,2008-03-31 10:04:48,,
1010,2008-03-31 10:22:26,2008-03-31 11:16:08,,,
1010,,,2008-03-31 10:22:26,,
1010,,,2008-03-31 11:10:20,,
1010,,,2008-03-31 11:14:45,,
1010,,,,2008-03-31 11:15:58,2008-03-31 11:16:08
1113,2008-04-08 08:24:33,2008-04-08 08:35:44,,,
1113,,,2008-04-08 08:24:33,,
1113,,,2008-04-08 08:35:44,,
1156,2008-04-08 08:39:18,2008-04-08 08:39:23,,,
1156,,,,2008-04-08 08:39:18,2008-04-08 08:39:31
1156,2008-04-08 08:39:23,2008-04-08 08:39:31,,,
1156,2008-04-08 08:39:31,2008-04-08 08:41:48,,,
1156,,,2008-04-08 08:41:48,,
1180,2008-04-08 08:58:58,2008-04-08 10:16:42,,,
1180,,,2008-04-08 08:58:58,,
1180,,,2008-04-08 09:47:07,,
1180,,,2008-04-08 09:50:36,,
1180,,,,2008-04-08 09:50:48,2008-04-08 09:51:43
1180,,,2008-04-08 10:16:42,,
1054,2008-04-08 10:24:24,2008-04-08 10:35:01,,,
1054,,,2008-04-08 10:24:24,,
1054,2008-04-08 10:35:01,2008-04-08 10:54:57,,,
1054,,,2008-04-08 10:35:01,,
1054,,,,2008-04-08 10:52:51,2008-04-08 10:54:57
1145,2008-04-08 10:34:48,2008-04-08 13:02:00,,,
1145,,,2008-04-08 10:34:48,,
1145,,,,2008-04-08 11:06:14,2008-04-08 11:12:09
1145,,,2008-04-08 11:31:42,,
1145,,,,2008-04-08 12:37:21,2008-04-08 12:38:14
1145,,,2008-04-08 13:02:00,,
1144,2008-04-08 13:05:18,2008-04-08 13:58:21,,,
1144,,,2008-04-08 13:05:18,,
1144,,,,2008-04-08 13:28:18,2008-04-08 13:32:53
1144,,,2008-04-08 13:54:11,,
1144,,,,2008-04-08 13:58:17,2008-04-08 13:58:21
1231,2008-04-08 14:00:51,2008-04-08 14:46:47,,,
1231,,,2008-04-08 14:00:51,,
1231,,,2008-04-08 14:46:47,,
1025,2008-04-08 14:45:24,2008-04-08 15:32:04,,,
1025,,,2008-04-08 14:45:24,,
1025,,,2008-04-08 15:23:07,,
1025,,,,2008-04-08 15:29:57,2008-04-08 15:32:04
1183,2008-03-31 08:13:41,2008-03-31 08:59:48,,,
1183,,,2008-03-31 08:13:41,,
1183,,,,2008-03-31 08:35:07,2008-03-31 08:35:12
1183,,,,2008-03-31 08:58:30,2008-03-31 08:59:48
1118,2008-04-08 08:24:41,2008-04-08 08:36:18,,,
1118,,,2008-04-08 08:24:41,,
1118,,,2008-04-08 08:36:18,,
1051,2008-04-08 11:09:34,2008-04-08 13:48:32,,,
1051,,,2008-04-08 11:09:34,,
1051,,,2008-04-08 12:06:36,,
1051,,,,2008-04-08 12:13:00,2008-04-08 12:14:21
1051,,,2008-04-08 12:25:39,,
1051,,,2008-04-08 12:40:48,,
1051,,,2008-04-08 13:27:37,,
1051,,,,2008-04-08 13:48:24,2008-04-08 13:48:32
1228,2008-04-08 13:56:39,2008-04-08 14:47:04,,,
1228,,,2008-04-08 13:56:39,,
1228,,,2008-04-08 14:47:04,,
1032,2008-04-08 14:55:18,2008-04-08 16:06:38,,,
1032,,,2008-04-08 14:55:18,,
1032,,,,2008-04-08 15:32:40,2008-04-08 15:32:50
1032,,,,2008-04-08 16:04:03,2008-04-08 16:06:38
1184,2008-03-31 08:13:45,2008-03-31 08:20:57,,,
1184,,,2008-03-31 08:13:45,,
1184,,,2008-03-31 08:20:57,,
1103,2008-03-31 08:24:29,2008-03-31 09:56:31,,,
1103,,,2008-03-31 08:24:29,,
1103,,,2008-03-31 09:08:33,,
1103,,,,2008-03-31 09:34:59,2008-03-31 09:38:31
1103,,,,2008-03-31 09:55:42,2008-03-31 09:56:31
1209,2008-03-31 09:57:57,2008-03-31 12:35:22,,,
1209,,,2008-03-31 09:57:57,,
1209,,,2008-03-31 10:27:12,,
1209,,,,2008-03-31 11:05:19,2008-03-31 11:07:32
1209,,,2008-03-31 11:50:06,,
1209,,,,2008-03-31 12:02:22,2008-03-31 12:04:31
1209,,,,2008-03-31 12:05:47,2008-03-31 12:05:53
1209,,,2008-03-31 12:35:22,,
1122,2008-04-08 08:24:50,2008-04-08 10:17:52,,,
1122,,,2008-04-08 08:24:50,,
1122,,,2008-04-08 09:05:43,,
1122,,,,2008-04-08 09:25:48,2008-04-08 09:26:48
1122,,,2008-04-08 10:14:01,,
1122,,,2008-04-08 10:17:52,,
1070,2008-04-08 10:47:09,2008-04-08 10:51:21,,,
1070,,,2008-04-08 10:47:09,,
1070,,,2008-04-08 10:51:21,,
1060,2008-04-08 11:30:02,2008-04-08 11:40:47,,,
1060,,,2008-04-08 11:30:02,,
1060,,,2008-04-08 11:40:47,,
1075,2008-04-08 11:59:03,2008-04-08 13:04:47,,,
1075,,,2008-04-08 11:59:03,,
1075,,,,2008-04-08 12:28:44,2008-04-08 12:28:58
1075,,,2008-04-08 12:49:23,,
1075,,,,2008-04-08 13:04:45,2008-04-08 13:04:47
1099,2008-03-31 08:11:59,2008-03-31 08:15:55,,,
1099,,,2008-03-31 08:11:59,,
1099,,,2008-03-31 08:15:55,,
1187,2008-03-31 08:18:00,2008-03-31 08:26:23,,,
1187,,,2008-03-31 08:18:00,,
1187,,,2008-03-31 08:26:23,,
1155,2008-03-31 10:34:43,2008-03-31 10:41:15,,,
1155,,,2008-03-31 10:34:43,,
1155,,,2008-03-31 10:41:15,,
1160,2008-03-31 10:44:01,2008-03-31 11:32:53,,,
1160,,,2008-03-31 10:44:01,,
1160,,,2008-03-31 11:31:02,,
1160,,,,2008-03-31 11:32:47,2008-03-31 11:32:53
1125,2008-04-08 08:24:59,2008-04-08 08:36:24,,,
1125,,,2008-04-08 08:24:59,,
1125,,,2008-04-08 08:36:24,,
1062,2008-04-08 10:42:12,2008-04-08 12:49:46,,,
1062,,,2008-04-08 10:42:12,,
1062,,,,2008-04-08 11:33:13,2008-04-08 11:33:15
1062,,,2008-04-08 11:52:20,,
1062,,,2008-04-08 12:33:33,,
1062,,,2008-04-08 12:49:46,,
1154,2008-04-08 12:51:42,2008-04-08 12:59:08,,,
1154,,,2008-04-08 12:51:42,,
1154,,,2008-04-08 12:59:08,,
1026,2008-04-08 13:16:23,2008-04-08 13:56:15,,,
1026,,,2008-04-08 13:16:23,,
1026,,,,2008-04-08 13:53:19,2008-04-08 13:56:15
1007,2008-04-08 14:01:45,2008-04-08 14:32:47,,,
1007,,,2008-04-08 14:01:45,,
1007,,,2008-04-08 14:32:47,,
1027,2008-04-08 14:32:37,2008-04-08 15:09:42,,,
1027,,,2008-04-08 14:32:37,,
1027,,,,2008-04-08 14:53:56,2008-04-08 14:54:32
1027,,,,2008-04-08 15:09:39,2008-04-08 15:09:42
1182,2008-03-31 08:13:36,2008-03-31 09:10:12,,,
1182,,,2008-03-31 08:13:36,,
1182,,,,2008-03-31 08:42:52,2008-03-31 08:43:20
1182,,,,2008-03-31 09:10:09,2008-03-31 09:10:12
1206,2008-03-31 09:54:51,2008-03-31 10:05:07,,,
1206,,,2008-03-31 09:54:51,,
1206,,,2008-03-31 10:05:07,,
1127,2008-04-08 08:25:08,2008-04-08 08:33:49,,,
1127,,,2008-04-08 08:25:08,,
1127,2008-04-08 08:33:49,2008-04-08 09:35:16,,,
1127,,,2008-04-08 08:33:49,,
1127,,,,2008-04-08 09:06:35,2008-04-08 09:08:26
1127,,,,2008-04-08 09:33:23,2008-04-08 09:35:16
1189,2008-03-31 08:19:16,2008-03-31 08:29:58,,,
1189,,,2008-03-31 08:19:16,,
1189,,,2008-03-31 08:29:58,,
1194,2008-03-31 08:48:11,2008-03-31 11:54:01,,,
1194,,,2008-03-31 08:48:11,,
1194,,,,2008-03-31 09:43:57,2008-03-31 09:44:24
1194,,,,2008-03-31 10:24:20,2008-03-31 10:25:02
1194,,,,2008-03-31 11:26:00,2008-03-31 11:27:51
1194,,,,2008-03-31 11:52:34,2008-03-31 11:54:01
1134,2008-04-08 08:25:17,2008-04-08 08:33:43,,,
1134,,,2008-04-08 08:25:17,,
1134,,,2008-04-08 08:33:43,,
1008,2008-04-08 10:42:32,2008-04-08 12:13:47,,,
1008,,,2008-04-08 10:42:32,,
1008,,,2008-04-08 10:49:21,,
1008,,,2008-04-08 11:23:48,,
1008,,,2008-04-08 11:51:05,,
1008,,,2008-04-08 12:01:03,,
1008,,,2008-04-08 12:13:47,,
1130,2008-04-08 12:46:45,2008-04-08 12:57:29,,,
1130,,,2008-04-08 12:46:45,,
1130,,,,2008-04-08 12:57:25,2008-04-08 12:57:29
1009,2008-04-08 14:01:57,2008-04-08 14:41:28,,,
1009,,,2008-04-08 14:01:57,,
1009,,,,2008-04-08 14:18:57,2008-04-08 14:19:06
1009,,,,2008-04-08 14:40:50,2008-04-08 14:41:28
1229,2008-04-08 15:13:51,2008-04-08 16:03:28,,,
1229,,,2008-04-08 15:13:51,,
1229,,,,2008-04-08 16:02:50,2008-04-08 16:03:28
1167,2008-03-31 08:12:47,2008-03-31 11:20:56,,,
1167,,,2008-03-31 08:12:47,,
1167,,,2008-03-31 08:45:20,,
1167,,,2008-03-31 08:55:50,,
1167,,,2008-03-31 10:14:37,,
1167,,,,2008-03-31 11:16:46,2008-03-31 11:20:56
1135,2008-04-08 08:25:23,2008-04-08 09:28:57,,,
1135,,,2008-04-08 08:25:23,,
1135,,,,2008-04-08 08:51:19,2008-04-08 08:51:45
1135,,,,2008-04-08 09:27:54,2008-04-08 09:28:57
1129,2008-04-08 12:46:55,2008-04-08 13:47:04,,,
1129,,,2008-04-08 12:46:55,,
1129,,,,2008-04-08 13:06:58,2008-04-08 13:07:32
1129,,,,2008-04-08 13:46:39,2008-04-08 13:47:04
1013,2008-04-08 14:22:39,2008-04-08 15:23:25,,,
1013,,,2008-04-08 14:22:39,,
1013,,,2008-04-08 14:43:25,,
1013,,,,2008-04-08 14:47:22,2008-04-08 14:47:55
1013,,,,2008-04-08 15:23:22,2008-04-08 15:23:25
1034,2008-04-08 08:25:30,2008-04-08 10:05:37,,,
1034,,,2008-04-08 08:25:30,,
1034,,,,2008-04-08 09:00:19,2008-04-08 09:00:21
1034,,,2008-04-08 09:27:50,,
1034,,,2008-04-08 09:45:18,,
1034,,,2008-04-08 10:05:37,,
1106,2008-04-15 09:15:43,2008-04-15 09:15:48,,,
1106,,,,2008-04-15 09:15:43,2008-04-15 09:19:10
1106,2008-04-15 09:15:48,2008-04-15 11:15:00,,,
1106,,,,2008-04-15 10:26:39,2008-04-15 10:26:50
1106,,,,2008-04-15 11:11:10,2008-04-15 11:15:00
1195,2008-04-14 09:15:06,2008-04-14 09:20:32,,,
1195,,,2008-04-14 09:15:06,,
1195,2008-04-14 09:20:32,2008-04-14 10:51:40,,,
1195,,,2008-04-14 09:20:32,,
1195,,,,2008-04-14 09:59:46,2008-04-14 10:00:38
1195,,,,2008-04-14 10:49:17,2008-04-14 10:51:40
1201,2008-04-14 09:23:58,2008-04-14 09:26:30,,,
1201,,,2008-04-14 09:23:58,,
1201,2008-04-14 09:26:30,2008-04-14 10:24:35,,,
1201,,,2008-04-14 09:26:30,,
1201,,,,2008-04-14 09:48:29,2008-04-14 09:48:32
1201,,,,2008-04-14 09:58:41,2008-04-14 09:58:52
1201,,,2008-04-14 10:01:30,,
1201,,,2008-04-14 10:24:35,,
1199,2008-04-14 09:30:03,2008-04-14 09:36:07,,,
1199,,,2008-04-14 09:30:03,,
1199,,,2008-04-14 09:36:07,,
1202,2008-04-14 09:42:20,2008-04-14 09:50:15,,,
1202,,,2008-04-14 09:42:20,,
1202,2008-04-14 09:50:15,2008-04-14 11:51:02,,,
1202,,,2008-04-14 09:50:15,,
1202,,,,2008-04-14 10:43:04,2008-04-14 10:43:22
1202,,,2008-04-14 11:26:32,,
1202,,,,2008-04-14 11:48:08,2008-04-14 11:51:02
1205,2008-04-14 10:05:24,2008-04-14 10:15:06,,,
1205,,,2008-04-14 10:05:24,,
1205,2008-04-14 10:15:06,2008-04-14 10:59:07,,,
1205,,,2008-04-14 10:15:06,,
1205,,,,2008-04-14 10:47:32,2008-04-14 10:47:57
1205,,,,2008-04-14 10:57:15,2008-04-14 10:59:07
1104,2008-04-14 10:36:52,2008-04-14 10:44:51,,,
1104,,,2008-04-14 10:36:52,,
1104,,,2008-04-14 10:44:51,,
1030,2008-04-14 10:39:19,2008-04-14 10:39:23,,,
1030,,,,2008-04-14 10:39:19,2008-04-14 10:39:23
1160,2008-04-14 10:59:31,2008-04-14 11:24:00,,,
1160,,,2008-04-14 10:59:31,,
1160,,,2008-04-14 11:24:00,,
1034,2008-04-15 08:24:01,2008-04-15 08:28:12,,,
1034,,,2008-04-15 08:24:01,,
1034,,,2008-04-15 08:28:12,,
1145,2008-04-15 09:27:41,2008-04-15 09:27:57,,,
1145,,,,2008-04-15 09:27:41,2008-04-15 09:27:57
1145,2008-04-15 09:27:57,2008-04-15 12:35:46,,,
1145,,,2008-04-15 10:23:20,,
1145,,,,2008-04-15 11:08:35,2008-04-15 11:09:57
1145,,,,2008-04-15 12:20:13,2008-04-15 12:20:23
1145,,,2008-04-15 12:35:46,,
1181,2008-04-15 09:31:24,2008-04-15 09:36:02,,,
1181,,,2008-04-15 09:31:24,,
1181,,,2008-04-15 09:36:02,,
