brind,startT,endT,stayDuration,commDuration
1094,2008-03-31 08:10:07.772,2008-03-31 08:17:15.782,00:07:08.010000,
1094,2008-03-31 08:17:18.782,2008-03-31 08:17:32.792,,00:00:14.010000
1186,2008-03-31 08:18:34.772,2008-03-31 09:55:44.222,01:37:09.450000,
1186,2008-03-31 09:07:52.772,2008-03-31 09:08:02.792,,00:00:10.020000
1186,2008-03-31 09:15:27.782,2008-03-31 09:15:30.782,,00:00:03
1186,2008-03-31 09:18:08.792,2008-03-31 09:18:21.752,,00:00:12.960000
1186,2008-03-31 09:22:10.772,2008-03-31 09:23:28.772,,00:01:18
1186,2008-03-31 09:40:29.792,2008-03-31 09:41:20.762,,00:00:50.970000
1186,2008-03-31 09:58:59.792,2008-03-31 09:59:27.782,,00:00:27.990000
1203,2008-03-31 09:50:27.782,2008-03-31 10:01:55.772,00:11:27.990000,
1203,2008-03-31 10:01:46.772,2008-03-31 10:01:51.782,,00:00:05.010000
1203,2008-03-31 10:02:10.772,2008-03-31 12:02:07.772,01:59:57,
1203,2008-03-31 10:38:55.772,2008-03-31 10:40:59.792,,00:02:04.020000
1203,2008-03-31 11:30:33.782,2008-03-31 11:30:50.762,,00:00:16.980000
1203,2008-03-31 11:38:47.762,2008-03-31 11:39:22.772,,00:00:35.010000
1203,2008-03-31 11:41:42.782,2008-03-31 11:43:53.762,,00:02:10.980000
1203,2008-03-31 12:00:58.772,2008-03-31 12:02:01.772,,00:01:03
1092,2008-03-31 08:11:10.772,2008-03-31 10:51:19.352,02:40:08.580000,
1092,2008-03-31 09:07:20.792,2008-03-31 09:07:52.772,,00:00:31.980000
1092,2008-03-31 09:31:27.782,2008-03-31 09:32:14.762,,00:00:46.980000
1092,2008-03-31 09:32:45.782,2008-03-31 09:33:36.782,,00:00:51
1092,2008-03-31 10:08:40.772,2008-03-31 10:08:43.772,,00:00:03
1092,2008-03-31 10:18:49.772,2008-03-31 10:19:39.782,,00:00:50.010000
1092,2008-03-31 10:47:44.762,2008-03-31 10:48:23.792,,00:00:39.030000
1092,2008-03-31 10:48:38.762,2008-03-31 10:50:26.792,,00:01:48.030000
1092,2008-03-31 10:50:31.772,2008-03-31 10:50:52.742,,00:00:20.970000
1092,2008-03-31 10:51:06.782,2008-03-31 10:51:09.662,,00:00:02.880000
1172,2008-03-31 08:16:33.332,2008-03-31 09:12:19.772,02:30:29.460000,
1172,2008-03-31 08:15:02.762,2008-03-31 08:15:24.782,,00:00:22.020000
1172,2008-03-31 08:15:04.772,2008-03-31 08:15:10.592,,00:00:05.820000
1172,2008-03-31 09:26:48.782,2008-03-31 09:31:22.802,,00:04:34.020000
1172,2008-03-31 10:16:23.762,2008-03-31 10:16:23.762,,00:00:00
1172,2008-03-31 10:16:23.762,2008-03-31 10:18:49.772,,00:02:26.010000
1172,2008-03-31 10:41:26.402,2008-03-31 10:43:38.792,,00:02:12.390000
1172,2008-03-31 10:44:05.762,2008-03-31 10:47:13.772,,00:03:08.010000
1152,2008-03-31 10:51:31.772,2008-03-31 12:21:28.772,01:29:57,
1152,2008-03-31 10:50:26.792,2008-03-31 10:50:31.772,,00:00:04.980000
1152,2008-03-31 10:50:52.742,2008-03-31 10:51:06.782,,00:00:14.040000
1152,2008-03-31 11:50:16.772,2008-03-31 11:50:29.792,,00:00:13.020000
1152,2008-03-31 12:09:20.762,2008-03-31 12:21:56.792,,00:12:36.030000
1101,2008-03-31 08:09:53.792,2008-03-31 09:14:02.792,01:04:09,
1101,2008-03-31 08:32:40.772,2008-03-31 08:33:42.782,,00:01:02.010000
1101,2008-03-31 09:02:16.802,2008-03-31 09:05:34.772,,00:03:17.970000
1101,2008-03-31 09:07:40.802,2008-03-31 09:08:13.772,,00:00:32.970000
1198,2008-03-31 09:26:05.792,2008-03-31 10:38:59.702,01:12:53.910000,
1198,2008-03-31 09:41:59.792,2008-03-31 09:42:34.772,,00:00:34.980000
1198,2008-03-31 10:03:45.782,2008-03-31 10:04:25.772,,00:00:39.990000
1198,2008-03-31 10:27:52.772,2008-03-31 10:28:01.772,,00:00:09
1198,2008-03-31 10:34:54.782,2008-03-31 10:38:21.782,,00:03:27
1086,2008-03-31 10:39:37.772,2008-03-31 12:36:10.562,01:56:32.790000,
1086,2008-03-31 10:38:21.782,2008-03-31 10:38:34.772,,00:00:12.990000
1086,2008-03-31 11:34:46.802,2008-03-31 11:37:12.782,,00:02:25.980000
1086,2008-03-31 12:28:20.762,2008-03-31 12:31:54.782,,00:03:34.020000
1086,2008-03-31 12:33:24.782,2008-03-31 12:35:11.792,,00:01:47.010000
1105,2008-03-31 08:10:34.802,2008-03-31 10:57:23.762,02:46:48.960000,
1105,2008-03-31 08:14:25.772,2008-03-31 08:14:35.762,,00:00:09.990000
1105,2008-03-31 08:33:42.782,2008-03-31 08:34:08.762,,00:00:25.980000
1105,2008-03-31 09:01:42.782,2008-03-31 09:02:16.802,,00:00:34.020000
1105,2008-03-31 10:04:25.772,2008-03-31 10:04:38.792,,00:00:13.020000
1105,2008-03-31 10:05:09.782,2008-03-31 10:05:59.762,,00:00:49.980000
1105,2008-03-31 10:34:49.772,2008-03-31 10:34:52.772,,00:00:03
1105,2008-03-31 10:38:34.772,2008-03-31 10:38:55.772,,00:00:21
1105,2008-03-31 10:54:22.772,2008-03-31 10:56:56.762,,00:02:33.990000
1162,2008-03-31 08:16:22.772,2008-03-31 10:00:44.762,01:44:21.990000,
1162,2008-03-31 08:15:55.772,2008-03-31 08:15:55.772,,00:00:00
1162,2008-03-31 08:48:58.772,2008-03-31 08:50:39.752,,00:01:40.980000
1162,2008-03-31 09:59:27.782,2008-03-31 10:00:22.772,,00:00:54.990000
1005,2008-03-31 10:47:48.032,2008-03-31 11:13:20.762,00:25:32.730000,
1005,2008-03-31 11:11:25.772,2008-03-31 11:13:10.802,,00:01:45.030000
1016,2008-03-31 11:16:15.782,2008-03-31 11:30:34.772,00:14:18.990000,
1016,2008-03-31 11:15:14.792,2008-03-31 11:15:26.792,,00:00:12
1016,2008-03-31 11:31:01.772,2008-03-31 11:31:14.762,,00:00:12.990000
1165,2008-03-31 08:09:56.792,2008-03-31 10:04:59.732,01:55:02.940000,
1165,2008-03-31 08:37:30.782,2008-03-31 08:38:39.782,,00:01:09
1165,2008-03-31 10:02:26.792,2008-03-31 10:03:45.782,,00:01:18.990000
1216,2008-03-31 10:06:38.792,2008-03-31 10:18:36.752,00:11:57.960000,
1216,2008-03-31 10:06:06.812,2008-03-31 10:06:23.792,,00:00:16.980000
1216,2008-03-31 10:19:39.782,2008-03-31 10:19:53.762,,00:00:13.980000
1104,2008-03-31 10:30:07.772,2008-03-31 11:13:40.202,00:43:32.430000,
1104,2008-03-31 10:29:20.222,2008-03-31 10:29:54.782,,00:00:34.560000
1164,2008-03-31 08:10:57.782,2008-03-31 10:14:03.452,02:03:05.670000,
1164,2008-03-31 08:50:39.752,2008-03-31 08:51:26.762,,00:00:47.010000
1164,2008-03-31 09:21:00.782,2008-03-31 09:22:10.772,,00:01:09.990000
1164,2008-03-31 10:08:53.762,2008-03-31 10:09:38.492,,00:00:44.730000
1164,2008-03-31 10:09:45.782,2008-03-31 10:09:55.772,,00:00:09.990000
1164,2008-03-31 10:10:21.782,2008-03-31 10:13:47.762,,00:03:25.980000
1035,2008-03-31 10:49:46.772,2008-03-31 11:11:22.772,00:21:36,
1035,2008-03-31 10:48:23.792,2008-03-31 10:48:38.762,,00:00:14.970000
1035,2008-03-31 11:10:20.762,2008-03-31 11:10:33.782,,00:00:13.020000
1017,2008-03-31 11:14:26.762,2008-03-31 12:37:26.282,01:22:59.520000,
1017,2008-03-31 11:14:09.752,2008-03-31 11:14:28.172,,00:00:18.420000
1017,2008-03-31 11:50:10.772,2008-03-31 11:50:14.762,,00:00:03.990000
1017,2008-03-31 11:54:17.762,2008-03-31 11:54:19.892,,00:00:02.130000
1017,2008-03-31 11:56:54.782,2008-03-31 12:00:52.772,,00:03:57.990000
1017,2008-03-31 12:08:06.782,2008-03-31 12:09:20.762,,00:01:13.980000
1017,2008-03-31 12:21:58.742,2008-03-31 12:25:11.732,,00:03:12.990000
1168,2008-03-31 08:10:32.792,2008-03-31 11:30:48.752,03:20:15.960000,
1168,2008-03-31 08:51:26.762,2008-03-31 08:53:35.792,,00:02:09.030000
1168,2008-03-31 10:09:38.492,2008-03-31 10:09:45.782,,00:00:07.290000
1168,2008-03-31 10:14:03.752,2008-03-31 10:14:27.782,,00:00:24.030000
1168,2008-03-31 11:21:17.762,2008-03-31 11:23:46.592,,00:02:28.830000
1168,2008-03-31 11:28:13.772,2008-03-31 11:30:33.782,,00:02:20.010000
1171,2008-03-31 08:11:07.262,2008-03-31 09:21:28.682,01:10:21.420000,
1171,2008-03-31 08:38:39.782,2008-03-31 08:40:36.782,,00:01:57
1171,2008-03-31 09:19:31.772,2008-03-31 09:20:46.742,,00:01:14.970000
1199,2008-03-31 09:26:20.762,2008-03-31 09:34:27.782,00:08:07.020000,
1199,2008-03-31 09:40:01.772,2008-03-31 09:40:15.782,,00:00:14.010000
1204,2008-03-31 09:50:37.772,2008-03-31 11:27:10.802,01:36:33.030000,
1204,2008-03-31 10:25:06.752,2008-03-31 10:27:03.782,,00:01:57.030000
1204,2008-03-31 11:23:46.592,2008-03-31 11:25:41.522,,00:01:54.930000
1169,2008-03-31 08:11:36.782,2008-03-31 10:08:57.992,01:57:21.210000,
1169,2008-03-31 08:16:42.782,2008-03-31 08:16:53.672,,00:00:10.890000
1169,2008-03-31 09:09:53.762,2008-03-31 09:11:12.782,,00:01:19.020000
1169,2008-03-31 09:11:15.782,2008-03-31 09:12:03.782,,00:00:48
1169,2008-03-31 09:12:28.772,2008-03-31 09:15:26.762,,00:02:57.990000
1169,2008-03-31 10:06:44.762,2008-03-31 10:08:18.782,,00:01:34.020000
1041,2008-03-31 10:19:07.802,2008-03-31 10:40:59.732,00:21:51.930000,
1041,2008-03-31 10:27:03.782,2008-03-31 10:27:35.762,,00:00:31.980000
1041,2008-03-31 10:41:09.782,2008-03-31 10:41:26.402,,00:00:16.620000
1175,2008-03-31 08:10:20.762,2008-03-31 09:15:36.752,01:05:15.990000,
1175,2008-03-31 08:46:49.772,2008-03-31 08:47:48.782,,00:00:59.010000
1175,2008-03-31 09:05:37.772,2008-03-31 09:06:18.782,,00:00:41.010000
1175,2008-03-31 09:13:22.772,2008-03-31 09:14:55.772,,00:01:33
1201,2008-03-31 09:26:11.792,2008-03-31 11:50:27.692,02:24:15.900000,
1201,2008-03-31 10:08:20.792,2008-03-31 10:08:40.772,,00:00:19.980000
1201,2008-03-31 10:57:05.792,2008-03-31 10:57:51.752,,00:00:45.960000
1201,2008-03-31 10:58:16.772,2008-03-31 11:05:02.822,,00:06:46.050000
1201,2008-03-31 11:43:53.762,2008-03-31 11:48:53.792,,00:05:00.030000
1201,2008-03-31 11:49:30.782,2008-03-31 11:50:02.792,,00:00:32.010000
1178,2008-03-31 08:11:00.782,2008-03-31 09:17:16.772,01:06:15.990000,
1178,2008-03-31 08:46:03.782,2008-03-31 08:46:49.772,,00:00:45.990000
1178,2008-03-31 09:14:55.772,2008-03-31 09:16:42.782,,00:01:47.010000
1202,2008-03-31 09:27:09.782,2008-03-31 09:32:26.762,00:05:16.980000,
1202,2008-03-31 09:32:14.762,2008-03-31 09:32:45.782,,00:00:31.020000
1202,2008-03-31 09:33:04.772,2008-03-31 12:36:37.772,03:03:33,
1202,2008-03-31 11:08:03.752,2008-03-31 11:10:20.762,,00:02:17.010000
1202,2008-03-31 12:04:57.782,2008-03-31 12:05:18.782,,00:00:21
1202,2008-03-31 12:06:27.782,2008-03-31 12:08:06.782,,00:01:39
1174,2008-03-31 08:10:44.762,2008-03-31 08:20:06.752,00:09:21.990000,
1174,2008-03-31 08:20:14.792,2008-03-31 08:20:22.772,,00:00:07.980000
1190,2008-03-31 08:32:14.762,2008-03-31 08:34:58.802,00:02:44.040000,
1190,2008-03-31 08:35:08.972,2008-03-31 08:35:20.792,,00:00:11.820000
1191,2008-03-31 08:46:16.772,2008-03-31 09:48:39.782,01:02:23.010000,
1191,2008-03-31 08:45:18.752,2008-03-31 08:45:53.102,,00:00:34.350000
1191,2008-03-31 09:44:25.772,2008-03-31 09:48:16.772,,00:03:51
1207,2008-03-31 10:10:34.772,2008-03-31 13:02:43.772,02:52:09,
1207,2008-03-31 10:09:55.772,2008-03-31 10:10:21.782,,00:00:26.010000
1207,2008-03-31 11:50:14.762,2008-03-31 11:50:16.772,,00:00:02.010000
1207,2008-03-31 11:50:29.792,2008-03-31 11:52:15.752,,00:01:45.960000
1207,2008-03-31 12:50:01.742,2008-03-31 13:01:12.752,,00:11:11.010000
1179,2008-03-31 08:11:13.772,2008-03-31 09:55:12.782,01:43:59.010000,
1179,2008-03-31 09:00:14.732,2008-03-31 09:01:37.802,,00:01:23.070000
1179,2008-03-31 09:50:17.792,2008-03-31 09:54:26.792,,00:04:09
1208,2008-03-31 09:56:38.792,2008-03-31 10:02:47.762,00:06:08.970000,
1173,2008-03-31 08:10:56.792,2008-03-31 09:50:04.352,01:39:07.560000,
1173,2008-03-31 09:16:42.782,2008-03-31 09:19:31.772,,00:02:48.990000
1173,2008-03-31 09:48:16.772,2008-03-31 09:49:57.932,,00:01:41.160000
1205,2008-03-31 09:55:21.782,2008-03-31 10:03:20.522,00:07:58.740000,
1010,2008-03-31 10:22:34.592,2008-03-31 11:16:35.522,00:54:00.930000,
1010,2008-03-31 10:22:02.792,2008-03-31 10:22:30.782,,00:00:27.990000
1010,2008-03-31 11:07:36.752,2008-03-31 11:08:03.752,,00:00:27
1010,2008-03-31 11:10:33.782,2008-03-31 11:11:25.772,,00:00:51.990000
1010,2008-03-31 11:13:10.802,2008-03-31 11:14:09.752,,00:00:58.950000
1010,2008-03-31 11:14:28.172,2008-03-31 11:15:14.792,,00:00:46.620000
1010,2008-03-31 11:15:26.792,2008-03-31 11:16:35.762,,00:01:08.970000
1183,2008-03-31 08:11:32.852,2008-03-31 09:01:35.762,00:50:02.910000,
1183,2008-03-31 08:34:08.762,2008-03-31 08:35:08.972,,00:01:00.210000
1183,2008-03-31 08:57:06.782,2008-03-31 08:59:54.632,,00:02:47.850000
1192,2008-03-31 09:00:31.772,2008-03-31 09:06:19.772,00:05:48,
1192,2008-03-31 09:00:02.762,2008-03-31 09:00:14.732,,00:00:11.970000
1192,2008-03-31 09:06:10.922,2008-03-31 09:06:29.762,,00:00:18.840000
1192,2008-03-31 09:06:48.782,2008-03-31 10:07:13.442,01:00:24.660000,
1192,2008-03-31 09:24:01.772,2008-03-31 09:24:22.772,,00:00:21
1192,2008-03-31 09:34:00.782,2008-03-31 09:34:40.802,,00:00:40.020000
1192,2008-03-31 09:56:36.782,2008-03-31 09:57:51.782,,00:01:15
1192,2008-03-31 09:57:58.772,2008-03-31 09:58:59.792,,00:01:01.020000
1192,2008-03-31 10:06:23.792,2008-03-31 10:06:41.792,,00:00:18
1184,2008-03-31 08:10:17.762,2008-03-31 08:20:41.792,00:10:24.030000,
1184,2008-03-31 08:20:50.762,2008-03-31 08:20:58.742,,00:00:07.980000
1103,2008-03-31 08:25:11.762,2008-03-31 09:56:52.772,01:31:41.010000,
1103,2008-03-31 08:24:13.772,2008-03-31 08:24:30.782,,00:00:17.010000
1103,2008-03-31 09:08:02.792,2008-03-31 09:09:42.782,,00:01:39.990000
1103,2008-03-31 09:34:40.802,2008-03-31 09:38:33.752,,00:03:52.950000
1103,2008-03-31 09:55:08.762,2008-03-31 09:56:36.782,,00:01:28.020000
1209,2008-03-31 09:58:20.792,2008-03-31 12:35:23.732,02:37:02.940000,
1209,2008-03-31 09:57:51.782,2008-03-31 09:57:58.772,,00:00:06.990000
1209,2008-03-31 11:05:02.822,2008-03-31 11:07:36.752,,00:02:33.930000
1209,2008-03-31 11:33:18.782,2008-03-31 11:33:19.802,,00:00:01.020000
1209,2008-03-31 12:02:12.782,2008-03-31 12:04:57.782,,00:02:45
1209,2008-03-31 12:05:18.782,2008-03-31 12:06:27.782,,00:01:09
1209,2008-03-31 12:33:46.772,2008-03-31 12:35:30.782,,00:01:44.010000
1099,2008-03-31 08:11:06.782,2008-03-31 08:11:36.782,00:00:30,
1099,2008-03-31 08:11:52.772,2008-03-31 08:15:39.782,00:03:47.010000,
1099,2008-03-31 08:15:43.802,2008-03-31 08:15:55.772,,00:00:11.970000
1187,2008-03-31 08:18:27.782,2008-03-31 08:26:03.782,00:07:36,
1188,2008-03-31 08:18:51.722,2008-03-31 08:26:51.782,00:08:00.060000,
1188,2008-03-31 08:26:36.782,2008-03-31 08:27:36.782,,00:01:00
1188,2008-03-31 08:27:28.772,2008-03-31 10:16:40.682,01:49:11.910000,
1188,2008-03-31 08:56:15.782,2008-03-31 08:56:55.772,,00:00:39.990000
1188,2008-03-31 10:14:54.572,2008-03-31 10:16:23.762,,00:01:29.190000
1155,2008-03-31 10:34:56.792,2008-03-31 10:39:08.492,00:04:11.700000,
1155,2008-03-31 10:34:28.772,2008-03-31 10:34:49.772,,00:00:21
1155,2008-03-31 10:40:59.792,2008-03-31 10:41:09.782,,00:00:09.990000
1160,2008-03-31 10:45:24.752,2008-03-31 11:33:11.762,00:47:47.010000,
1160,2008-03-31 10:43:38.792,2008-03-31 10:44:05.762,,00:00:26.970000
1160,2008-03-31 10:53:56.762,2008-03-31 10:54:22.772,,00:00:26.010000
1160,2008-03-31 11:30:50.762,2008-03-31 11:31:01.772,,00:00:11.010000
1160,2008-03-31 11:31:14.762,2008-03-31 11:32:59.342,,00:01:44.580000
1182,2008-03-31 08:11:43.772,2008-03-31 09:12:59.372,01:01:15.600000,
1182,2008-03-31 08:42:19.772,2008-03-31 08:43:20.762,,00:01:00.990000
1182,2008-03-31 09:08:13.772,2008-03-31 09:10:14.762,,00:02:00.990000
1206,2008-03-31 09:55:39.782,2008-03-31 10:04:14.762,00:08:34.980000,
1189,2008-03-31 08:21:00.782,2008-03-31 08:29:56.792,00:08:56.010000,
1189,2008-03-31 08:19:04.772,2008-03-31 08:19:17.732,,00:00:12.960000
1189,2008-03-31 08:21:13.772,2008-03-31 08:22:30.782,,00:01:17.010000
1189,2008-03-31 08:22:37.772,2008-03-31 08:22:43.772,,00:00:06
1189,2008-03-31 08:23:11.792,2008-03-31 08:23:16.772,,00:00:04.980000
1194,2008-03-31 08:48:39.782,2008-03-31 11:54:44.402,03:06:04.620000,
1194,2008-03-31 08:56:55.772,2008-03-31 08:57:06.782,,00:00:11.010000
1194,2008-03-31 09:43:10.772,2008-03-31 09:44:25.772,,00:01:15
1194,2008-03-31 10:24:11.792,2008-03-31 10:25:06.752,,00:00:54.960000
1194,2008-03-31 11:21:11.792,2008-03-31 11:21:17.762,,00:00:05.970000
1194,2008-03-31 11:25:41.522,2008-03-31 11:28:13.772,,00:02:32.250000
1194,2008-03-31 11:38:45.782,2008-03-31 11:38:47.762,,00:00:01.980000
1194,2008-03-31 11:52:18.782,2008-03-31 11:54:11.762,,00:01:52.980000
1167,2008-03-31 08:10:52.802,2008-03-31 11:21:53.252,03:11:00.450000,
1167,2008-03-31 08:43:20.762,2008-03-31 08:45:05.762,,00:01:45
1167,2008-03-31 08:53:35.792,2008-03-31 08:55:23.792,,00:01:48
1167,2008-03-31 10:14:27.782,2008-03-31 10:14:54.572,,00:00:26.790000
1167,2008-03-31 11:16:35.762,2008-03-31 11:21:11.792,,00:04:36.030000
1185,2008-03-31 08:32:08.792,2008-03-31 08:41:12.812,00:09:04.020000,
1185,2008-03-31 08:41:01.772,2008-03-31 08:41:31.772,,00:00:30
1185,2008-03-31 08:42:12.782,2008-03-31 10:24:26.792,01:42:14.010000,
1185,2008-03-31 08:56:02.792,2008-03-31 08:56:10.772,,00:00:07.980000
1185,2008-03-31 09:24:22.772,2008-03-31 09:25:20.792,,00:00:58.020000
1185,2008-03-31 09:38:36.782,2008-03-31 09:39:55.772,,00:01:18.990000
1185,2008-03-31 10:19:53.762,2008-03-31 10:22:02.792,,00:02:09.030000
1185,2008-03-31 10:22:30.782,2008-03-31 10:24:11.792,,00:01:41.010000
1138,2008-04-14 08:26:49.980,2008-04-14 08:32:57.990,00:06:08.010000,
1138,2008-04-14 08:33:58.980,2008-04-14 08:34:05.970,,00:00:06.990000
1141,2008-04-14 09:07:57.990,2008-04-14 09:13:56.970,00:05:58.980000,
1141,2008-04-14 09:07:26.970,2008-04-14 09:07:51.000,,00:00:24.030000
1141,2008-04-14 09:14:17.970,2008-04-14 09:14:26.010,,00:00:08.040000
1199,2008-04-14 09:30:09.000,2008-04-14 09:36:06.000,00:05:57,
1199,2008-04-14 09:29:48.990,2008-04-14 09:30:03.000,,00:00:14.010000
1104,2008-04-14 10:37:13.980,2008-04-14 10:44:59.970,00:07:45.990000,
1104,2008-04-14 10:44:35.970,2008-04-14 10:44:51.000,,00:00:15.030000
1160,2008-04-14 10:59:49.980,2008-04-14 11:10:39.990,00:10:50.010000,
1160,2008-04-14 10:59:15.990,2008-04-14 10:59:33.000,,00:00:17.010000
1143,2008-04-14 08:15:36.990,2008-04-14 09:14:55.770,00:59:18.780000,
1143,2008-04-14 08:33:36.990,2008-04-14 08:33:58.980,,00:00:21.990000
1143,2008-04-14 08:34:05.970,2008-04-14 08:34:36.990,,00:00:31.020000
1143,2008-04-14 08:36:57.000,2008-04-14 08:37:30.000,,00:00:33
1143,2008-04-14 09:12:04.980,2008-04-14 09:14:14.970,,00:02:09.990000
1200,2008-04-14 09:15:54.990,2008-04-14 11:59:50.550,02:43:55.560000,
1200,2008-04-14 09:28:10.980,2008-04-14 09:28:20.970,,00:00:09.990000
1200,2008-04-14 10:10:29.970,2008-04-14 10:11:31.950,,00:01:01.980000
1200,2008-04-14 10:15:20.970,2008-04-14 10:15:40.980,,00:00:20.010000
1200,2008-04-14 10:43:18.960,2008-04-14 10:43:59.970,,00:00:41.010000
1200,2008-04-14 11:55:00.990,2008-04-14 11:59:06.990,,00:04:06
1146,2008-04-14 08:15:33.990,2008-04-14 08:23:33.660,00:07:59.670000,
1205,2008-04-14 08:26:57.000,2008-04-14 10:15:05.970,01:48:08.970000,
1205,2008-04-14 09:11:00.990,2008-04-14 09:12:04.980,,00:01:03.990000
1205,2008-04-14 09:28:20.970,2008-04-14 09:28:28.980,,00:00:08.010000
1205,2008-04-14 10:11:31.950,2008-04-14 10:14:55.980,,00:03:24.030000
1205,2008-04-14 10:05:30.960,2008-04-14 10:14:59.970,00:09:29.010000,
1205,2008-04-14 10:14:55.980,2008-04-14 10:15:20.970,,00:00:24.990000
1205,2008-04-14 10:16:11.970,2008-04-14 11:00:14.940,00:44:02.970000,
1205,2008-04-14 10:47:11.010,2008-04-14 10:47:56.970,,00:00:45.960000
1205,2008-04-14 10:56:50.970,2008-04-14 10:59:08.970,,00:02:18
1148,2008-04-14 08:15:35.010,2008-04-14 08:23:30.000,00:07:54.990000,
1185,2008-04-14 08:25:53.970,2008-04-14 10:18:15.000,01:52:21.030000,
1185,2008-04-14 09:03:12.000,2008-04-14 09:06:42.990,,00:03:30.990000
1185,2008-04-14 09:14:26.010,2008-04-14 09:14:44.820,,00:00:18.810000
1185,2008-04-14 09:28:28.980,2008-04-14 09:28:30.990,,00:00:02.010000
1185,2008-04-14 10:16:10.980,2008-04-14 10:18:02.970,,00:01:51.990000
1170,2008-04-14 10:27:07.980,2008-04-14 10:34:08.970,00:07:00.990000,
1170,2008-04-14 10:26:48.990,2008-04-14 10:27:09.990,,00:00:21
1170,2008-04-14 10:33:52.980,2008-04-14 10:34:02.010,,00:00:09.030000
1005,2008-04-14 10:35:10.980,2008-04-14 11:44:24.990,01:09:14.010000,
1005,2008-04-14 10:34:02.010,2008-04-14 10:34:54.990,,00:00:52.980000
1005,2008-04-14 10:44:01.980,2008-04-14 10:44:29.010,,00:00:27.030000
1005,2008-04-14 11:04:15.000,2008-04-14 11:06:09.000,,00:01:54
1005,2008-04-14 11:37:21.960,2008-04-14 11:44:03.990,,00:06:42.030000
1149,2008-04-14 08:15:39.000,2008-04-14 08:19:32.790,00:03:53.790000,
1188,2008-04-14 08:27:42.000,2008-04-14 10:34:09.990,02:06:27.990000,
1188,2008-04-14 09:23:58.980,2008-04-14 09:24:41.970,,00:00:42.990000
1188,2008-04-14 10:31:31.680,2008-04-14 10:33:47.010,,00:02:15.330000
1100,2008-04-14 08:15:42.000,2008-04-14 11:03:03.990,02:47:21.990000,
1100,2008-04-14 09:09:03.000,2008-04-14 09:09:14.970,,00:00:11.970000
1100,2008-04-14 09:24:41.970,2008-04-14 09:26:18.000,,00:01:36.030000
1100,2008-04-14 09:26:28.980,2008-04-14 09:28:09.990,,00:01:41.010000
1100,2008-04-14 09:36:00.000,2008-04-14 09:37:04.320,,00:01:04.320000
1100,2008-04-14 10:44:51.000,2008-04-14 10:46:25.980,,00:01:34.980000
1100,2008-04-14 10:59:33.000,2008-04-14 11:02:39.990,,00:03:06.990000
1101,2008-04-14 08:16:00.990,2008-04-14 09:42:12.990,01:26:12,
1101,2008-04-14 08:18:23.970,2008-04-14 08:18:30.990,,00:00:07.020000
1101,2008-04-14 08:19:51.990,2008-04-14 08:20:02.970,,00:00:10.980000
1101,2008-04-14 08:20:10.980,2008-04-14 08:21:00.000,,00:00:49.020000
1101,2008-04-14 08:43:44.970,2008-04-14 08:43:55.980,,00:00:11.010000
1101,2008-04-14 08:50:54.990,2008-04-14 08:51:27.000,,00:00:32.010000
1101,2008-04-14 08:55:18.000,2008-04-14 08:56:54.000,,00:01:36
1101,2008-04-14 09:29:10.980,2008-04-14 09:29:42.000,,00:00:31.020000
1101,2008-04-14 09:39:33.990,2008-04-14 09:41:56.010,,00:02:22.020000
1202,2008-04-14 09:43:08.970,2008-04-14 09:50:10.980,00:07:02.010000,
1202,2008-04-14 09:42:00.000,2008-04-14 09:42:16.980,,00:00:16.980000
1202,2008-04-14 09:49:57.990,2008-04-14 09:50:17.010,,00:00:19.020000
1202,2008-04-14 09:50:41.970,2008-04-14 11:51:21.990,02:00:40.020000,
1202,2008-04-14 10:41:57.960,2008-04-14 10:43:18.960,,00:01:21
1202,2008-04-14 11:47:40.950,2008-04-14 11:51:19.890,,00:03:38.940000
1150,2008-04-14 08:16:22.980,2008-04-14 08:29:08.700,00:12:45.720000,
1150,2008-04-14 08:18:43.980,2008-04-14 08:19:51.990,,00:01:08.010000
1150,2008-04-14 08:20:02.970,2008-04-14 08:20:10.980,,00:00:08.010000
1150,2008-04-14 08:21:00.000,2008-04-14 08:21:33.000,,00:00:33
1150,2008-04-14 08:29:29.970,2008-04-14 08:29:50.010,,00:00:20.040000
1194,2008-04-14 08:47:21.000,2008-04-14 11:58:45.000,03:11:24,
1194,2008-04-14 10:08:42.990,2008-04-14 10:09:11.970,,00:00:28.980000
1194,2008-04-14 11:26:36.000,2008-04-14 11:34:01.980,,00:07:25.980000
1194,2008-04-14 11:55:06.990,2008-04-14 11:57:40.980,,00:02:33.990000
1151,2008-04-14 08:16:22.980,2008-04-14 09:10:50.940,00:54:27.960000,
1151,2008-04-14 08:41:57.990,2008-04-14 08:43:39.990,,00:01:42
1151,2008-04-14 09:09:16.980,2008-04-14 09:10:07.980,,00:00:51
1198,2008-04-14 09:15:52.020,2008-04-14 10:09:13.980,00:53:21.960000,
1198,2008-04-14 09:38:16.980,2008-04-14 09:39:32.970,,00:01:15.990000
1198,2008-04-14 10:06:48.990,2008-04-14 10:08:42.990,,00:01:54
1209,2008-04-14 10:09:42.990,2008-04-14 12:24:17.940,02:14:34.950000,
1209,2008-04-14 10:09:12.990,2008-04-14 10:09:24.990,,00:00:12
1209,2008-04-14 10:46:27.000,2008-04-14 10:47:11.010,,00:00:44.010000
1209,2008-04-14 12:04:03.000,2008-04-14 12:08:06.960,,00:04:03.960000
