brind,startT,endT,stayDuration,commDuration
1190,2008-05-05 10:58:07.000,2008-05-05 13:06:24.970,02:08:17.970000,
1190,2008-05-05 10:56:59.980,2008-05-05 10:57:57.010,,00:00:57.030000
1190,2008-05-05 11:26:22.000,2008-05-05 11:31:06.970,,00:04:44.970000
1190,2008-05-05 12:15:52.990,2008-05-05 12:15:58.000,,00:00:05.010000
1190,2008-05-05 13:03:06.970,2008-05-05 13:06:13.990,,00:03:07.020000
1100,2008-05-05 10:23:51.010,2008-05-05 10:51:07.870,00:27:16.860000,
1100,2008-05-05 10:49:09.970,2008-05-05 10:51:22.000,,00:02:12.030000
1155,2008-05-05 10:53:55.000,2008-05-05 12:26:44.650,01:32:49.650000,
1155,2008-05-05 10:53:34.000,2008-05-05 10:53:49.000,,00:00:15
1155,2008-05-05 11:49:58.990,2008-05-05 11:50:04.000,,00:00:05.010000
1155,2008-05-05 12:02:50.980,2008-05-05 12:02:58.960,,00:00:07.980000
1155,2008-05-05 12:23:00.970,2008-05-05 12:23:00.970,,00:00:00
1155,2008-05-05 12:23:34.000,2008-05-05 12:26:15.970,,00:02:41.970000
1101,2008-05-05 10:24:00.970,2008-05-05 10:56:19.900,00:32:18.930000,
1101,2008-05-05 10:53:49.000,2008-05-05 10:56:24.970,,00:02:35.970000
1192,2008-05-05 10:57:20.980,2008-05-05 12:10:23.980,01:13:03,
1192,2008-05-05 10:56:24.970,2008-05-05 10:56:36.340,,00:00:11.370000
1192,2008-05-05 11:50:04.000,2008-05-05 11:53:31.990,,00:03:27.990000
1192,2008-05-05 11:54:06.970,2008-05-05 11:54:24.970,,00:00:18
1086,2008-05-05 12:11:22.990,2008-05-05 12:23:14.650,00:11:51.660000,
1086,2008-05-05 12:10:33.970,2008-05-05 12:11:29.620,,00:00:55.650000
1017,2008-05-05 12:23:39.970,2008-05-05 14:25:31.420,02:01:51.450000,
1017,2008-05-05 12:23:00.970,2008-05-05 12:23:34.000,,00:00:33.030000
1017,2008-05-05 13:30:26.980,2008-05-05 13:30:30.970,,00:00:03.990000
1017,2008-05-05 13:50:15.970,2008-05-05 13:50:40.000,,00:00:24.030000
1017,2008-05-05 14:21:38.020,2008-05-05 14:25:22.000,,00:03:43.980000
1105,2008-05-05 10:25:05.980,2008-05-05 13:45:58.000,03:20:52.020000,
1105,2008-05-05 11:37:53.980,2008-05-05 11:43:25.990,,00:05:32.010000
1105,2008-05-05 12:08:34.990,2008-05-05 12:08:43.990,,00:00:09
1105,2008-05-05 13:30:47.980,2008-05-05 13:30:47.980,,00:00:00
1105,2008-05-05 13:37:44.980,2008-05-05 13:44:47.980,,00:07:03
1172,2008-05-05 10:24:19.990,2008-05-05 13:09:04.030,02:44:44.040000,
1172,2008-05-05 11:43:27.970,2008-05-05 11:43:48.970,,00:00:21
1172,2008-05-05 12:06:04.000,2008-05-05 12:06:34.990,,00:00:30.990000
1172,2008-05-05 12:06:40.990,2008-05-05 12:08:34.990,,00:01:54
1172,2008-05-05 13:02:45.970,2008-05-05 13:03:06.970,,00:00:21
1172,2008-05-05 13:06:13.990,2008-05-05 13:08:31.990,,00:02:18
1162,2008-05-05 10:23:55.000,2008-05-05 13:50:51.160,03:26:56.160000,
1162,2008-05-05 11:47:31.990,2008-05-05 11:49:58.990,,00:02:27
1162,2008-05-05 13:44:47.980,2008-05-05 13:50:01.990,,00:05:14.010000
1173,2008-05-05 10:23:44.980,2008-05-05 15:14:24.820,04:50:39.840000,
1173,2008-05-05 12:08:43.990,2008-05-05 12:10:33.970,,00:01:49.980000
1173,2008-05-05 12:26:29.980,2008-05-05 12:27:19.960,,00:00:49.980000
1173,2008-05-05 13:52:01.960,2008-05-05 13:52:04.990,,00:00:03.030000
1173,2008-05-05 13:56:58.990,2008-05-05 13:58:11.980,,00:01:12.990000
1173,2008-05-05 15:06:47.020,2008-05-05 15:14:01.960,,00:07:14.940000
1165,2008-05-05 10:25:01.990,2008-05-05 15:07:25.990,04:42:24,
1165,2008-05-05 12:00:07.660,2008-05-05 12:02:50.980,,00:02:43.320000
1165,2008-05-05 13:50:40.000,2008-05-05 13:51:53.980,,00:01:13.980000
1165,2008-05-05 15:00:04.990,2008-05-05 15:06:47.020,,00:06:42.030000
1171,2008-05-05 10:24:05.980,2008-05-05 13:59:32.980,03:35:27,
1171,2008-05-05 12:03:16.990,2008-05-05 12:06:04.000,,00:02:47.010000
1171,2008-05-05 13:52:46.000,2008-05-05 13:56:42.970,,00:03:56.970000
1171,2008-05-05 13:59:32.980,2008-05-05 13:59:52.930,,00:00:19.950000
1183,2008-05-05 10:23:49.990,2008-05-05 11:02:34.990,00:38:45,
1183,2008-05-05 10:57:57.010,2008-05-05 11:02:09.790,,00:04:12.780000
1200,2008-05-05 11:03:43.990,2008-05-05 11:10:40.990,00:06:57,
1200,2008-05-05 11:02:09.790,2008-05-05 11:03:23.980,,00:01:14.190000
1152,2008-05-05 11:55:23.020,2008-05-05 12:13:35.980,00:18:12.960000,
1152,2008-05-05 11:54:39.970,2008-05-05 11:54:55.000,,00:00:15.030000
1152,2008-05-05 12:14:40.990,2008-05-05 12:15:21.010,,00:00:40.020000
1035,2008-05-05 12:16:38.980,2008-05-05 14:28:14.320,02:11:35.340000,
1035,2008-05-05 12:15:28.990,2008-05-05 12:15:52.990,,00:00:24
1035,2008-05-05 13:52:04.990,2008-05-05 13:52:46.000,,00:00:41.010000
1035,2008-05-05 13:58:11.980,2008-05-05 13:59:32.980,,00:01:21
1035,2008-05-05 13:59:52.930,2008-05-05 14:03:14.980,,00:03:22.050000
1035,2008-05-05 14:04:51.970,2008-05-05 14:13:42.010,,00:08:50.040000
1035,2008-05-05 14:25:30.010,2008-05-05 14:25:36.970,,00:00:06.960000
1184,2008-05-05 10:24:13.990,2008-05-05 13:29:16.990,03:57:38.910000,
1184,2008-05-05 12:16:22.990,2008-05-05 12:18:36.010,,00:02:13.020000
1184,2008-05-05 12:19:16.990,2008-05-05 12:21:41.980,,00:02:24.990000
1184,2008-05-05 14:04:10.990,2008-05-05 14:04:51.970,,00:00:40.980000
1184,2008-05-05 14:13:51.970,2008-05-05 14:21:38.020,,00:07:46.050000
1174,2008-05-05 10:24:01.990,2008-05-05 10:32:27.010,00:08:25.020000,
1207,2008-05-05 11:47:42.010,2008-05-05 13:35:28.570,01:47:46.560000,
1207,2008-05-05 11:46:46.570,2008-05-05 11:47:31.990,,00:00:45.420000
1207,2008-05-05 13:31:47.980,2008-05-05 13:35:06.970,,00:03:18.990000
1166,2008-05-05 10:25:54.970,2008-05-05 10:32:14.980,00:06:20.010000,
1194,2008-05-05 10:35:07.990,2008-05-05 11:59:07.000,01:23:59.010000,
1194,2008-05-05 11:56:28.990,2008-05-05 11:58:58.000,,00:02:29.010000
1005,2008-05-05 12:00:13.000,2008-05-05 15:00:07.000,02:59:54,
1005,2008-05-05 13:35:06.970,2008-05-05 13:37:44.980,,00:02:38.010000
1005,2008-05-05 14:51:45.010,2008-05-05 15:00:04.990,,00:08:19.980000
1185,2008-05-05 10:27:10.000,2008-05-05 10:32:17.980,00:05:07.980000,
1185,2008-05-05 10:33:04.000,2008-05-05 11:46:54.970,01:13:50.970000,
1185,2008-05-05 11:44:21.970,2008-05-05 11:46:46.570,,00:02:24.600000
1186,2008-05-05 10:27:18.010,2008-05-05 10:29:22.990,00:02:04.980000,
1186,2008-05-05 10:29:38.980,2008-05-05 10:29:57.970,,00:00:18.990000
1186,2008-05-05 10:29:54.970,2008-05-05 11:19:52.960,00:49:57.990000,
1186,2008-05-05 11:19:28.990,2008-05-05 11:19:56.980,,00:00:27.990000
1198,2008-05-05 10:40:42.010,2008-05-05 11:06:35.980,00:25:53.970000,
1198,2008-05-05 10:40:04.990,2008-05-05 10:41:03.010,,00:00:58.020000
1198,2008-05-05 10:48:10.990,2008-05-05 10:48:45.010,,00:00:34.020000
1198,2008-05-05 11:03:23.980,2008-05-05 11:06:27.010,,00:03:03.030000
1202,2008-05-05 11:07:12.010,2008-05-05 12:35:45.910,01:28:33.900000,
1202,2008-05-05 11:06:27.010,2008-05-05 11:06:54.010,,00:00:27
1202,2008-05-05 12:27:19.960,2008-05-05 12:34:45.010,,00:07:25.050000
1164,2008-05-05 10:24:11.980,2008-05-05 15:22:43.690,04:58:31.710000,
1164,2008-05-05 11:54:55.000,2008-05-05 11:55:10.990,,00:00:15.990000
1164,2008-05-05 11:55:24.970,2008-05-05 11:56:28.990,,00:01:04.020000
1164,2008-05-05 12:45:43.990,2008-05-05 12:46:22.000,,00:00:38.010000
1164,2008-05-05 12:46:33.970,2008-05-05 12:46:50.980,,00:00:17.010000
1164,2008-05-05 12:46:55.990,2008-05-05 12:50:37.960,,00:03:41.970000
1164,2008-05-05 14:28:13.990,2008-05-05 14:28:33.010,,00:00:19.020000
1164,2008-05-05 15:14:01.960,2008-05-05 15:22:43.000,,00:08:41.040000
1103,2008-05-05 10:24:43.480,2008-05-05 12:53:24.940,02:28:41.460000,
1103,2008-05-05 11:31:06.970,2008-05-05 11:31:20.980,,00:00:14.010000
1103,2008-05-05 11:31:28.690,2008-05-05 11:34:43.000,,00:03:14.310000
1103,2008-05-05 11:43:53.980,2008-05-05 11:44:21.970,,00:00:27.990000
1103,2008-05-05 12:46:22.000,2008-05-05 12:46:33.970,,00:00:11.970000
1103,2008-05-05 12:50:37.960,2008-05-05 12:53:10.000,,00:02:32.040000
1189,2008-05-05 10:26:58.000,2008-05-05 11:37:26.980,01:10:28.980000,
1189,2008-05-05 11:34:55.000,2008-05-05 11:37:17.980,,00:02:22.980000
1208,2008-05-05 11:38:00.970,2008-05-05 12:30:37.960,03:14:18.990000,
1208,2008-05-05 11:37:17.980,2008-05-05 11:37:53.980,,00:00:36
1208,2008-05-05 13:08:31.990,2008-05-05 13:09:26.980,,00:00:54.990000
1208,2008-05-05 14:03:14.980,2008-05-05 14:03:37.000,,00:00:22.020000
1208,2008-05-05 14:36:54.010,2008-05-05 14:51:45.010,,00:14:51
1188,2008-05-05 10:27:04.000,2008-05-05 11:13:43.900,00:46:39.900000,
1188,2008-05-05 11:11:09.970,2008-05-05 11:13:44.710,,00:02:34.740000
1203,2008-05-05 11:15:18.970,2008-05-05 12:42:33.970,01:27:15,
1203,2008-05-05 11:14:32.980,2008-05-05 11:15:28.510,,00:00:55.530000
1203,2008-05-05 12:39:42.010,2008-05-05 12:42:05.950,,00:02:23.940000
1182,2008-05-05 10:24:58.000,2008-05-05 11:21:27.160,00:56:29.160000,
1182,2008-05-05 11:07:06.970,2008-05-05 11:11:09.970,,00:04:03
1182,2008-05-05 11:13:44.710,2008-05-05 11:13:49.990,,00:00:05.280000
1182,2008-05-05 11:15:27.970,2008-05-05 11:18:38.980,,00:03:11.010000
1205,2008-05-05 11:21:55.990,2008-05-05 12:45:29.980,01:23:33.990000,
1205,2008-05-05 11:18:38.980,2008-05-05 11:19:28.990,,00:00:50.010000
1205,2008-05-05 12:42:05.950,2008-05-05 12:45:13.000,,00:03:07.050000
1178,2008-05-05 10:24:31.990,2008-05-05 14:37:15.160,04:12:43.170000,
1178,2008-05-05 11:13:49.990,2008-05-05 11:14:32.980,,00:00:42.990000
1178,2008-05-05 11:54:24.970,2008-05-05 11:54:39.970,,00:00:15
1178,2008-05-05 12:34:55.000,2008-05-05 12:39:42.010,,00:04:47.010000
1178,2008-05-05 12:45:13.000,2008-05-05 12:45:43.990,,00:00:30.990000
1178,2008-05-05 14:25:41.980,2008-05-05 14:28:11.020,,00:02:29.040000
1178,2008-05-05 14:28:33.010,2008-05-05 14:30:52.000,,00:02:18.990000
1178,2008-05-05 14:34:00.970,2008-05-05 14:36:39.970,,00:02:39
1216,2008-05-05 11:20:19.990,2008-05-05 11:25:14.980,00:04:54.990000,
1216,2008-05-05 11:19:56.980,2008-05-05 11:20:16.990,,00:00:20.010000
1216,2008-05-05 11:25:32.980,2008-05-05 11:25:54.010,,00:00:21.030000
1170,2008-05-05 11:26:28.990,2008-05-05 12:46:37.570,03:07:12.990000,
1170,2008-05-05 11:25:54.010,2008-05-05 11:26:22.000,,00:00:27.990000
1170,2008-05-05 12:46:50.980,2008-05-05 12:46:55.990,,00:00:05.010000
1170,2008-05-05 12:57:50.080,2008-05-05 13:02:45.970,,00:04:55.890000
1170,2008-05-05 14:28:11.020,2008-05-05 14:28:13.990,,00:00:02.970000
1170,2008-05-05 14:30:52.000,2008-05-05 14:34:00.970,,00:03:08.970000
1209,2008-05-05 10:41:15.010,2008-05-05 10:43:21.970,00:02:06.960000,
1209,2008-05-05 10:43:10.990,2008-05-05 10:43:35.980,,00:00:24.990000
1209,2008-05-05 10:46:12.970,2008-05-05 12:15:32.980,01:29:20.010000,
1209,2008-05-05 10:45:49.690,2008-05-05 10:46:10.000,,00:00:20.310000
1209,2008-05-05 11:06:54.010,2008-05-05 11:07:04.750,,00:00:10.740000
1209,2008-05-05 11:21:34.990,2008-05-05 11:22:22.990,,00:00:48
1209,2008-05-05 11:22:52.990,2008-05-05 11:22:55.990,,00:00:03
1209,2008-05-05 12:11:29.620,2008-05-05 12:14:40.990,,00:03:11.370000
1142,2008-05-06 08:37:30.010,2008-05-06 08:42:37.990,00:05:07.980000,
1050,2008-05-06 08:59:20.980,2008-05-06 09:03:52.990,00:04:32.010000,
1050,2008-05-06 08:58:49.960,2008-05-06 08:59:08.980,,00:00:19.020000
1050,2008-05-06 09:04:50.980,2008-05-06 09:05:02.980,,00:00:12
1095,2008-05-06 09:16:00.010,2008-05-06 09:18:03.970,00:02:03.960000,
1095,2008-05-06 09:15:32.980,2008-05-06 09:15:55.000,,00:00:22.020000
1095,2008-05-06 09:19:09.970,2008-05-06 09:19:41.980,,00:00:32.010000
1049,2008-05-06 09:45:56.200,2008-05-06 09:49:42.940,00:03:46.740000,
1049,2008-05-06 09:45:21.970,2008-05-06 09:46:02.980,,00:00:41.010000
1049,2008-05-06 09:50:04.000,2008-05-06 09:50:28.000,,00:00:24
1049,2008-05-06 09:50:44.980,2008-05-06 09:50:47.980,,00:00:03
1001,2008-05-06 10:17:26.980,2008-05-06 10:28:43.990,00:11:17.010000,
1001,2008-05-06 10:16:49.990,2008-05-06 10:18:12.430,,00:01:22.440000
1057,2008-05-06 11:35:31.000,2008-05-06 11:40:30.970,00:04:59.970000,
1057,2008-05-06 11:34:55.000,2008-05-06 11:35:39.970,,00:00:44.970000
1057,2008-05-06 11:42:38.980,2008-05-06 11:42:59.980,,00:00:21
1060,2008-05-06 11:53:57.010,2008-05-06 11:54:29.980,00:00:32.970000,
1060,2008-05-06 11:52:43.000,2008-05-06 11:53:12.010,,00:00:29.010000
1060,2008-05-06 11:54:37.990,2008-05-06 12:02:25.900,00:07:47.910000,
1060,2008-05-06 12:03:11.980,2008-05-06 12:03:30.970,,00:00:18.990000
1067,2008-05-06 12:05:04.990,2008-05-06 12:09:14.020,00:04:09.030000,
1067,2008-05-06 12:04:25.990,2008-05-06 12:04:50.980,,00:00:24.990000
1067,2008-05-06 12:09:33.010,2008-05-06 12:09:38.980,,00:00:05.970000
1120,2008-05-06 12:14:59.950,2008-05-06 12:16:41.980,00:01:42.030000,
1120,2008-05-06 12:14:36.970,2008-05-06 12:15:02.920,,00:00:25.950000
1038,2008-05-06 13:59:01.990,2008-05-06 14:02:07.000,00:03:05.010000,
1038,2008-05-06 13:58:25.990,2008-05-06 13:58:54.700,,00:00:28.710000
1038,2008-05-06 14:02:20.980,2008-05-06 14:02:37.870,,00:00:16.890000
1039,2008-05-06 14:08:15.970,2008-05-06 14:09:56.980,00:01:41.010000,
1039,2008-05-06 14:07:32.980,2008-05-06 14:08:19.960,,00:00:46.980000
1004,2008-05-06 14:10:17.980,2008-05-06 14:11:27.970,00:01:09.990000,
1004,2008-05-06 14:09:48.970,2008-05-06 14:09:53.980,,00:00:05.010000
1014,2008-05-06 14:40:44.980,2008-05-06 14:46:08.980,00:05:24,
1014,2008-05-06 14:39:40.990,2008-05-06 14:40:04.000,,00:00:23.010000
1014,2008-05-06 14:46:04.900,2008-05-06 14:46:04.900,,00:00:00
1229,2008-05-06 15:51:20.980,2008-05-06 16:12:34.990,00:21:14.010000,
1229,2008-05-06 15:50:29.980,2008-05-06 15:50:57.970,,00:00:27.990000
1229,2008-05-06 16:11:37.960,2008-05-06 16:12:25.990,,00:00:48.030000
1090,2008-05-06 08:33:30.010,2008-05-06 08:42:52.960,00:09:22.950000,
1090,2008-05-06 09:06:58.000,2008-05-06 09:07:52.990,,00:00:54.990000
1177,2008-05-06 10:03:57.970,2008-05-06 10:09:16.870,00:05:18.900000,
1177,2008-05-06 10:03:31.990,2008-05-06 10:03:49.990,,00:00:18
1177,2008-05-06 10:09:07.000,2008-05-06 10:09:30.880,,00:00:23.880000
1177,2008-05-06 10:09:28.990,2008-05-06 12:30:12.610,02:20:43.620000,
1177,2008-05-06 10:51:48.970,2008-05-06 10:53:34.990,,00:01:46.020000
1177,2008-05-06 11:35:58.990,2008-05-06 11:36:13.000,,00:00:14.010000
1177,2008-05-06 11:56:48.970,2008-05-06 11:56:48.970,,00:00:00
1177,2008-05-06 12:26:29.980,2008-05-06 12:30:01.960,,00:03:31.980000
1119,2008-05-06 12:35:20.950,2008-05-06 15:39:52.030,03:04:31.080000,
1119,2008-05-06 12:33:57.970,2008-05-06 12:34:32.980,,00:00:35.010000
1119,2008-05-06 13:18:07.990,2008-05-06 13:19:25.420,,00:01:17.430000
1119,2008-05-06 14:22:47.980,2008-05-06 14:23:32.980,,00:00:45
1119,2008-05-06 14:24:49.960,2008-05-06 14:27:30.970,,00:02:41.010000
1119,2008-05-06 15:34:53.020,2008-05-06 15:39:32.980,,00:04:39.960000
1119,2008-05-06 15:39:56.950,2008-05-06 15:40:04.990,,00:00:08.040000
1036,2008-05-06 15:40:53.980,2008-05-06 18:24:58.390,02:44:04.410000,
1036,2008-05-06 15:39:32.980,2008-05-06 15:39:52.000,,00:00:19.020000
1036,2008-05-06 16:56:02.980,2008-05-06 16:56:11.980,,00:00:09
1036,2008-05-06 16:58:03.970,2008-05-06 16:58:16.000,,00:00:12.030000
1036,2008-05-06 18:19:50.950,2008-05-06 18:24:43.960,,00:04:53.010000
1136,2008-05-06 08:31:13.990,2008-05-06 11:32:39.970,03:01:25.980000,
1136,2008-05-06 09:35:28.390,2008-05-06 09:36:50.980,,00:01:22.590000
1136,2008-05-06 09:42:07.990,2008-05-06 09:45:21.970,,00:03:13.980000
1136,2008-05-06 10:40:20.980,2008-05-06 10:40:40.990,,00:00:20.010000
1136,2008-05-06 10:50:42.970,2008-05-06 10:51:48.970,,00:01:06
1136,2008-05-06 11:27:22.000,2008-05-06 11:31:19.990,,00:03:57.990000
1109,2008-05-06 11:43:45.970,2008-05-06 14:24:30.760,02:40:44.790000,
1109,2008-05-06 11:42:59.980,2008-05-06 11:43:31.990,,00:00:32.010000
1109,2008-05-06 12:25:41.020,2008-05-06 12:25:47.980,,00:00:06.960000
1109,2008-05-06 14:23:32.980,2008-05-06 14:24:23.980,,00:00:51
1019,2008-05-06 14:24:49.990,2008-05-06 14:50:18.970,00:25:28.980000,
1019,2008-05-06 14:24:23.980,2008-05-06 14:24:49.960,,00:00:25.980000
1019,2008-05-06 14:48:31.990,2008-05-06 14:50:13.900,,00:01:41.910000
1031,2008-05-06 14:51:01.990,2008-05-06 17:05:41.980,02:14:39.990000,
1031,2008-05-06 14:50:13.900,2008-05-06 14:50:28.960,,00:00:15.060000
1031,2008-05-06 15:53:49.480,2008-05-06 15:54:01.990,,00:00:12.510000
1031,2008-05-06 16:59:13.960,2008-05-06 17:05:19.960,,00:06:06
1031,2008-05-06 17:05:41.980,2008-05-06 17:05:54.970,,00:00:12.990000
1088,2008-05-06 08:28:02.980,2008-05-06 11:24:43.990,02:56:41.010000,
1088,2008-05-06 10:20:16.000,2008-05-06 10:23:43.600,,00:03:27.600000
1088,2008-05-06 11:19:56.980,2008-05-06 11:23:30.970,,00:03:33.990000
1063,2008-05-06 11:47:12.970,2008-05-06 13:58:41.740,02:11:28.770000,
1063,2008-05-06 11:46:45.970,2008-05-06 11:47:01.000,,00:00:15.030000
1063,2008-05-06 12:59:46.990,2008-05-06 13:00:02.980,,00:00:15.990000
1063,2008-05-06 13:00:18.970,2008-05-06 13:00:58.990,,00:00:40.020000
1063,2008-05-06 13:01:18.970,2008-05-06 13:02:31.990,,00:01:13.020000
1063,2008-05-06 13:52:09.970,2008-05-06 13:52:23.980,,00:00:14.010000
1063,2008-05-06 13:52:29.980,2008-05-06 13:55:11.980,,00:02:42
1063,2008-05-06 13:56:13.990,2008-05-06 13:58:25.990,,00:02:12
1224,2008-05-06 14:01:06.970,2008-05-06 14:03:45.070,00:02:38.100000,
1224,2008-05-06 14:00:47.980,2008-05-06 14:00:58.990,,00:00:11.010000
1224,2008-05-06 14:04:01.990,2008-05-06 14:04:18.940,,00:00:16.950000
1228,2008-05-06 14:05:18.970,2008-05-06 18:13:51.970,04:08:33,
1228,2008-05-06 14:04:22.000,2008-05-06 14:04:48.970,,00:00:26.970000
1228,2008-05-06 15:03:20.950,2008-05-06 15:03:27.970,,00:00:07.020000
1228,2008-05-06 16:12:25.990,2008-05-06 16:12:47.980,,00:00:21.990000
1228,2008-05-06 16:26:00.970,2008-05-06 16:26:34.300,,00:00:33.330000
1228,2008-05-06 17:22:09.970,2008-05-06 17:23:26.950,,00:01:16.980000
1228,2008-05-06 17:27:36.940,2008-05-06 17:27:49.000,,00:00:12.060000
1228,2008-05-06 18:08:05.980,2008-05-06 18:09:16.990,,00:01:11.010000
1228,2008-05-06 18:09:41.950,2008-05-06 18:13:40.000,,00:03:58.050000
1077,2008-05-06 08:28:38.980,2008-05-06 10:50:52.990,02:22:14.010000,
1077,2008-05-06 09:33:56.980,2008-05-06 09:34:20.980,,00:00:24
1077,2008-05-06 09:37:07.000,2008-05-06 09:37:10.000,,00:00:03
1077,2008-05-06 10:05:35.980,2008-05-06 10:09:07.000,,00:03:31.020000
1077,2008-05-06 10:47:33.970,2008-05-06 10:50:42.970,,00:03:09
1040,2008-05-06 10:54:25.960,2008-05-06 13:33:41.110,02:39:15.150000,
1040,2008-05-06 10:53:39.010,2008-05-06 10:54:46.000,,00:01:06.990000
1040,2008-05-06 11:36:13.000,2008-05-06 11:36:29.860,,00:00:16.860000
1040,2008-05-06 12:30:01.960,2008-05-06 12:31:40.570,,00:01:38.610000
1040,2008-05-06 13:30:04.990,2008-05-06 13:33:33.970,,00:03:28.980000
1210,2008-05-06 13:34:45.970,2008-05-06 14:40:21.970,01:05:36,
1210,2008-05-06 14:37:36.010,2008-05-06 14:39:40.990,,00:02:04.980000
1232,2008-05-06 14:40:49.000,2008-05-06 14:46:58.120,00:06:09.120000,
1232,2008-05-06 14:40:04.000,2008-05-06 14:40:52.000,,00:00:48
1025,2008-05-06 14:47:35.980,2008-05-06 14:53:33.670,00:05:57.690000,
1025,2008-05-06 14:46:56.980,2008-05-06 14:47:16.870,,00:00:19.890000
1043,2008-05-06 14:54:28.960,2008-05-06 17:22:42.400,02:28:13.440000,
1043,2008-05-06 14:54:14.980,2008-05-06 14:54:33.940,,00:00:18.960000
1043,2008-05-06 16:22:11.440,2008-05-06 16:23:31.960,,00:01:20.520000
1043,2008-05-06 17:17:04.990,2008-05-06 17:20:36.970,,00:03:31.980000
1043,2008-05-06 17:20:46.990,2008-05-06 17:22:09.970,,00:01:22.980000
1080,2008-05-06 08:28:46.960,2008-05-06 09:53:13.000,01:24:26.040000,
1080,2008-05-06 09:46:02.980,2008-05-06 09:50:04.000,,00:04:01.020000
1080,2008-05-06 09:50:28.000,2008-05-06 09:50:44.980,,00:00:16.980000
1080,2008-05-06 09:51:06.010,2008-05-06 09:52:25.000,,00:01:18.990000
1223,2008-05-06 09:53:32.980,2008-05-06 10:07:10.450,00:13:37.470000,
1223,2008-05-06 09:52:25.000,2008-05-06 09:52:50.980,,00:00:25.980000
1223,2008-05-06 10:02:43.990,2008-05-06 10:03:31.990,,00:00:48
1145,2008-05-06 10:40:16.990,2008-05-06 11:34:51.970,00:54:34.980000,
1145,2008-05-06 11:31:34.000,2008-05-06 11:34:37.990,,00:03:03.990000
1071,2008-05-06 11:44:06.970,2008-05-06 16:52:12.940,05:08:05.970000,
1071,2008-05-06 11:43:31.990,2008-05-06 11:43:48.970,,00:00:16.980000
1071,2008-05-06 12:15:05.980,2008-05-06 12:15:09.970,,00:00:03.990000
1071,2008-05-06 12:31:40.570,2008-05-06 12:33:57.970,,00:02:17.400000
1071,2008-05-06 13:33:33.970,2008-05-06 13:35:10.960,,00:01:36.990000
1071,2008-05-06 14:40:52.000,2008-05-06 14:42:24.010,,00:01:32.010000
1071,2008-05-06 15:49:34.990,2008-05-06 15:50:29.980,,00:00:54.990000
1071,2008-05-06 15:51:13.990,2008-05-06 15:52:09.970,,00:00:55.980000
1071,2008-05-06 16:46:20.980,2008-05-06 16:52:01.990,,00:05:41.010000
1111,2008-05-06 08:29:03.970,2008-05-06 10:46:50.980,02:17:47.010000,
1111,2008-05-06 09:01:07.990,2008-05-06 09:02:16.990,,00:01:09
1111,2008-05-06 09:02:50.980,2008-05-06 09:04:13.990,,00:01:23.010000
1111,2008-05-06 10:01:49.570,2008-05-06 10:02:37.000,,00:00:47.430000
1111,2008-05-06 10:45:00.190,2008-05-06 10:46:23.980,,00:01:23.790000
1062,2008-05-06 10:54:43.990,2008-05-06 13:08:55.420,02:14:11.430000,
1062,2008-05-06 11:23:51.010,2008-05-06 11:24:00.970,,00:00:09.960000
1062,2008-05-06 11:36:29.860,2008-05-06 11:37:26.830,,00:00:56.970000
1062,2008-05-06 11:59:03.850,2008-05-06 12:00:35.980,,00:01:32.130000
1062,2008-05-06 13:06:11.980,2008-05-06 13:08:41.950,,00:02:29.970000
1131,2008-05-06 13:09:39.970,2008-05-06 13:14:30.910,00:04:50.940000,
1154,2008-05-06 13:27:09.970,2008-05-06 15:46:04.990,02:18:55.020000,
1154,2008-05-06 13:26:16.000,2008-05-06 13:26:41.740,,00:00:25.740000
1154,2008-05-06 13:50:29.890,2008-05-06 13:51:54.010,,00:01:24.120000
1154,2008-05-06 14:30:00.970,2008-05-06 14:30:59.050,,00:00:58.080000
1154,2008-05-06 14:45:49.990,2008-05-06 14:46:04.900,,00:00:14.910000
1154,2008-05-06 15:41:47.980,2008-05-06 15:45:33.610,,00:03:45.630000
1154,2008-05-06 15:46:15.970,2008-05-06 15:46:28.000,,00:00:12.030000
1115,2008-05-06 15:51:36.010,2008-05-06 18:02:06.940,02:10:30.930000,
1115,2008-05-06 15:50:57.970,2008-05-06 15:51:13.990,,00:00:16.020000
1115,2008-05-06 16:57:41.980,2008-05-06 16:57:58.930,,00:00:16.950000
1115,2008-05-06 17:52:27.970,2008-05-06 17:59:06.970,,00:06:39
1115,2008-05-06 17:59:26.980,2008-05-06 18:01:00.970,,00:01:33.990000
1087,2008-05-06 08:29:10.000,2008-05-06 14:06:01.390,05:36:51.390000,
1087,2008-05-06 09:34:43.990,2008-05-06 09:34:59.980,,00:00:15.990000
1087,2008-05-06 10:19:11.980,2008-05-06 10:20:16.000,,00:01:04.020000
1087,2008-05-06 11:04:09.970,2008-05-06 11:06:16.990,,00:02:07.020000
1087,2008-05-06 11:57:26.980,2008-05-06 11:58:58.990,,00:01:32.010000
1087,2008-05-06 13:51:54.010,2008-05-06 13:52:09.970,,00:00:15.960000
1087,2008-05-06 13:59:23.980,2008-05-06 14:00:47.980,,00:01:24
1087,2008-05-06 14:01:04.990,2008-05-06 14:02:20.980,,00:01:15.990000
1087,2008-05-06 14:02:37.870,2008-05-06 14:04:01.990,,00:01:24.120000
1087,2008-05-06 14:04:18.940,2008-05-06 14:04:22.000,,00:00:03.060000
